"Precursor.Ion.Name","Replicate.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","Column"
"Guanosine","180205_Smp_L2C1DCMless10m_B",9.19,861073,0,55919,-2,"HILICpos"
"Guanosine","180205_Smp_L2C1DCMless10m_C",9.14,958099,0,65253,-2.2,"HILICpos"
"Guanosine","180205_Smp_L2C1DCMless20m_A",9.15,2718946,0,178991,-1.8,"HILICpos"
"Guanosine","180205_Smp_L2C1DCMless20m_B",9.15,1056327,0,79791,-2,"HILICpos"
"Guanosine","180205_Smp_L2C1DCMless20m_C",9.14,541041,0,38488,-2.2,"HILICpos"
"Guanosine","180205_Smp_L2C2DCM_A",9.2,521298,0,30194,-2.3,"HILICpos"
"Guanosine","180205_Smp_L2C2DCM_B",9.15,1123877,0,73478,-1.9,"HILICpos"
"Guanosine","180205_Smp_L2C2DCM_C",9.17,752521,0,46374,-2.4,"HILICpos"
"Guanosine","180205_Smp_L2C2DCMplus10m_A",9.12,1244013,0,85685,-2,"HILICpos"
"Guanosine","180205_Smp_L2C2DCMplus10m_B",9.14,498871,0,34848,-1.7,"HILICpos"
"Guanosine","180205_Smp_L2C2DCMplus10m_C",9.11,607131,0,39439,-2.4,"HILICpos"
"Guanosine","180205_Smp_L2C2DCMplus20m_A",9.17,1036291,0,73674,-2.1,"HILICpos"
"Guanosine","180205_Smp_L2C2DCMplus20m_B",9.17,397275,0,32708,-1.9,"HILICpos"
"Guanosine","180205_Smp_L2C2DCMplus20m_C",9.09,269071,0,18867,-2.1,"HILICpos"
"L-Histidine","180205_Std_4uMStdsInH2O_1",10.9,279505312,5371088,12860614,-3.1,"HILICpos"
"L-Histidine","180205_Std_4uMStdsInH2O_2",10.67,80222272,1768416,3882632,-3.6,"HILICpos"
"L-Histidine","180205_Std_4uMStdsInMatrix_1",10.98,263619200,3655533,13026086,-3,"HILICpos"
"L-Histidine","180205_Std_4uMStdsInMatrix_2",11.02,59533688,110953,2646858,-3.7,"HILICpos"
"L-Histidine","180205_Blk_MQBlk_1",10.93,4362713,642426,250133,-2.9,"HILICpos"
"L-Histidine","180205_Blk_MQBlk_2",11.04,323331,245467,39610,-3.8,"HILICpos"
"L-Histidine","180205_Blk_MQBlk_3",10.85,1539374,1256779,94398,-3.6,"HILICpos"
"L-Histidine","180205_Blk_SWBlk_1",11.17,64640,0,12965,-2.6,"HILICpos"
"L-Histidine","180205_Blk_SWBlk_2",10.85,10481,0,10227,-0.1,"HILICpos"
"L-Histidine","180205_Blk_SWBlk_3",10.94,30492,0,8116,-2.2,"HILICpos"
"L-Histidine","180205_Poo_Sept29QC_1",11.19,9548375,146400,497005,-3.2,"HILICpos"
"L-Histidine","180205_Poo_Sept29QC_2",11.34,1865065,12252,110602,-3.4,"HILICpos"
"L-Histidine","180205_Poo_Sept29QC_3",11.25,1521020,0,101625,-4.1,"HILICpos"
"L-Histidine","180205_Poo_Sept29QC_4",11.34,2084621,0,93365,-3.7,"HILICpos"
"L-Histidine","180205_Poo_TruePoo_Full1",11.22,11818299,0,604401,-3,"HILICpos"
"L-Histidine","180205_Poo_TruePoo_Full2",11.34,2395284,0,128515,-3.3,"HILICpos"
"L-Histidine","180205_Poo_TruePoo_Full3",11.25,778495,362011,88131,-3.5,"HILICpos"
"L-Histidine","180205_Poo_TruePoo_Half1",11.11,7927174,0,373061,-2.9,"HILICpos"
"L-Histidine","180205_Poo_TruePoo_Half2",11.19,1926747,0,91879,-3.3,"HILICpos"
"L-Histidine","180205_Poo_TruePoo_Half3",11.13,1398637,0,75446,-3.8,"HILICpos"
"L-Histidine","180205_Smp_L1C32DCMless10m_A",11.32,11093210,0,544702,-3.2,"HILICpos"
"L-Histidine","180205_Smp_L1C32DCMless10m_B",11.24,2335669,0,156708,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L1C32DCMless10m_C",11.2,1480470,417412,153037,-3.6,"HILICpos"
"L-Histidine","180205_Smp_L1C32DCMless20m_A",11.38,3181953,19522,150854,-3.2,"HILICpos"
"L-Histidine","180205_Smp_L1C32DCMless20m_B",11.27,4578528,834315,329919,-3.4,"HILICpos"
"L-Histidine","180205_Smp_L1C32DCMless20m_C",11.22,2101451,385379,206069,-3.6,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCM_A",11.33,2966066,24372,139810,-3.2,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCM_B",11.28,4138254,587211,296640,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCM_C",11.2,1002838,176249,79807,-4,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCMplus10m_A",11.25,13933564,96197,773084,-3.2,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCMplus10m_B",11.24,1969483,477017,165398,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCMplus10m_C",11.24,1282048,327608,123546,-3.7,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCMplus20m_A",11.31,3453681,11378,159139,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCMplus20m_B",11.24,1554838,0,101353,-3.4,"HILICpos"
"L-Histidine","180205_Smp_L1C33DCMplus20m_C",11.24,1574370,179980,147738,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L2C1DCMless10m_A",11.4,2809822,0,137318,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L2C1DCMless10m_B",11.27,1978409,0,129196,-3.6,"HILICpos"
"L-Histidine","180205_Smp_L2C1DCMless10m_C",11.22,786011,216286,71563,-3.9,"HILICpos"
"L-Histidine","180205_Smp_L2C1DCMless20m_A",11.24,8416991,69877,411181,-2.7,"HILICpos"
"L-Histidine","180205_Smp_L2C1DCMless20m_B",11.25,1160796,0,95171,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L2C1DCMless20m_C",11.2,938649,3360,69110,-4,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCM_A",11.34,2424168,0,117422,-3.6,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCM_B",11.27,4245810,592375,323661,-3.5,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCM_C",11.22,918927,1051371,92676,-3.4,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCMplus10m_A",11.16,7125812,0,328375,-3,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCMplus10m_B",11.22,1935357,322208,126673,-3.4,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCMplus10m_C",11.17,979525,538318,88345,-3.9,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCMplus20m_A",11.29,7537485,0,350494,-3,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCMplus20m_B",11.27,2087801,390949,139090,-3.6,"HILICpos"
"L-Histidine","180205_Smp_L2C2DCMplus20m_C",11.19,317434,745176,47584,-3.7,"HILICpos"
"Homarine","180205_Std_4uMStdsInH2O_1",5.45,128701248,887191,4657420,-3.8,"HILICpos"
"Homarine","180205_Std_4uMStdsInH2O_2",5.39,127690824,1138921,4645275,-4.3,"HILICpos"
"Homarine","180205_Std_4uMStdsInMatrix_1",5.45,411038272,4729185,15262697,-3.7,"HILICpos"
"Homarine","180205_Std_4uMStdsInMatrix_2",5.39,385917856,3157032,13838958,-4.7,"HILICpos"
"Homarine","180205_Blk_MQBlk_1",5.5,143710,641534,12120,-4.1,"HILICpos"
"Homarine","180205_Blk_MQBlk_2",5.16,40375,568099,4227,-3.7,"HILICpos"
"Homarine","180205_Blk_MQBlk_3",5.39,706368,666420,31190,-4.1,"HILICpos"
"Homarine","180205_Blk_SWBlk_1",5.5,737142,845052,33632,-3.7,"HILICpos"
"Homarine","180205_Blk_SWBlk_2",5.47,710099,580921,31708,-3.9,"HILICpos"
"Homarine","180205_Blk_SWBlk_3",5.53,596888,713824,25784,-4.4,"HILICpos"
"Homarine","180205_Poo_Sept29QC_1",5.49,602382528,8355204,22989270,-4,"HILICpos"
"Homarine","180205_Poo_Sept29QC_2",5.46,522394720,7332676,20737644,-4.2,"HILICpos"
"Homarine","180205_Poo_Sept29QC_3",5.48,543779392,7805622,21126686,-4.6,"HILICpos"
"Homarine","180205_Poo_Sept29QC_4",5.46,529116448,6763135,20600086,-4.5,"HILICpos"
"Homarine","180205_Poo_TruePoo_Full1",5.5,680144576,6750926,26494714,-4.3,"HILICpos"
"Homarine","180205_Poo_TruePoo_Full2",5.48,661225728,7219960,24765892,-4.4,"HILICpos"
"Homarine","180205_Poo_TruePoo_Full3",5.45,708699200,8166798,27935090,-4.8,"HILICpos"
"Homarine","180205_Poo_TruePoo_Half1",5.44,366281472,5384651,13880677,-4.1,"HILICpos"
"Homarine","180205_Poo_TruePoo_Half2",5.42,329328896,4589775,12125278,-4,"HILICpos"
"Homarine","180205_Poo_TruePoo_Half3",5.39,335262112,4933990,12128582,-4.3,"HILICpos"
"Homarine","180205_Smp_L1C32DCMless10m_A",5.47,1068752512,14418450,41833148,-4.6,"HILICpos"
"Homarine","180205_Smp_L1C32DCMless10m_B",5.42,1059265088,10402186,39382688,-4.3,"HILICpos"
"Homarine","180205_Smp_L1C32DCMless10m_C",5.42,1072004160,12918356,42856360,-4.7,"HILICpos"
"Homarine","180205_Smp_L1C32DCMless20m_A",5.46,937875328,10515670,35457424,-4.2,"HILICpos"
"Homarine","180205_Smp_L1C32DCMless20m_B",5.47,3077044480,31753398,121736248,-4.7,"HILICpos"
"Homarine","180205_Smp_L1C32DCMless20m_C",5.45,1299922048,15820762,49172300,-4.9,"HILICpos"
"Homarine","180205_Smp_L1C33DCM_A",5.51,1082672256,14305533,42742892,-4.7,"HILICpos"
"Homarine","180205_Smp_L1C33DCM_B",5.49,1962578048,22138962,73916832,-4.5,"HILICpos"
"Homarine","180205_Smp_L1C33DCM_C",5.44,909840000,12563613,34808948,-4.8,"HILICpos"
"Homarine","180205_Smp_L1C33DCMplus10m_A",5.47,1060716608,10665540,39490800,-4.3,"HILICpos"
"Homarine","180205_Smp_L1C33DCMplus10m_B",5.44,1162948736,10713869,44639000,-4.4,"HILICpos"
"Homarine","180205_Smp_L1C33DCMplus10m_C",5.47,1184259456,14381220,44502120,-4.6,"HILICpos"
"Homarine","180205_Smp_L1C33DCMplus20m_A",5.53,1155757824,15603733,46316880,-4.5,"HILICpos"
"Homarine","180205_Smp_L1C33DCMplus20m_B",5.44,640995200,6680996,25263540,-4.4,"HILICpos"
"Homarine","180205_Smp_L1C33DCMplus20m_C",5.47,628396480,5592079,23464568,-4.4,"HILICpos"
"Homarine","180205_Smp_L2C1DCMless10m_A",5.45,531573280,5792188,21784112,-4.2,"HILICpos"
"Homarine","180205_Smp_L2C1DCMless10m_B",5.47,332528512,4756307,13083446,-4,"HILICpos"
"Homarine","180205_Smp_L2C1DCMless10m_C",5.44,329539104,3947603,12832869,-4.7,"HILICpos"
"Homarine","180205_Smp_L2C1DCMless20m_A",5.47,321331552,4389260,12997568,-4,"HILICpos"
"Homarine","180205_Smp_L2C1DCMless20m_B",5.47,403385920,5295205,15160735,-4.2,"HILICpos"
"Homarine","180205_Smp_L2C1DCMless20m_C",5.47,228569632,3856078,8478764,-4.5,"HILICpos"
"Homarine","180205_Smp_L2C2DCM_A",5.49,283915904,3745632,11261382,-4.5,"HILICpos"
"Homarine","180205_Smp_L2C2DCM_B",5.42,600961024,5955875,22491664,-4.5,"HILICpos"
"Homarine","180205_Smp_L2C2DCM_C",5.45,443333600,5314228,16653691,-4.3,"HILICpos"
"Homarine","180205_Smp_L2C2DCMplus10m_A",5.46,283084832,3951192,10821836,-3.9,"HILICpos"
"Homarine","180205_Smp_L2C2DCMplus10m_B",5.53,274426304,3869017,9957568,-3.9,"HILICpos"
"Homarine","180205_Smp_L2C2DCMplus10m_C",5.44,554604416,7055953,21471570,-4.7,"HILICpos"
"Homarine","180205_Smp_L2C2DCMplus20m_A",5.47,186543408,3437665,7250745,-4,"HILICpos"
"Homarine","180205_Smp_L2C2DCMplus20m_B",5.45,374831584,5105359,14741378,-4.3,"HILICpos"
"Homarine","180205_Smp_L2C2DCMplus20m_C",5.39,192500752,3770680,7303598,-4.4,"HILICpos"
"Homocysteine thiolactone","180205_Std_4uMStdsInH2O_1",2.33,28362862,508193,2991573,-2.7,"HILICpos"
"Homocysteine thiolactone","180205_Std_4uMStdsInH2O_2",2.35,25587024,0,2410878,-2.9,"HILICpos"
"Homocysteine thiolactone","180205_Std_4uMStdsInMatrix_1",2.35,32928184,572064,3387068,-2.4,"HILICpos"
"Homocysteine thiolactone","180205_Std_4uMStdsInMatrix_2",2.35,10658780,178145,1156180,-3,"HILICpos"
"Homocysteine thiolactone","180205_Blk_MQBlk_1",3.84,3921,0,2946,0.2,"HILICpos"
"Homocysteine thiolactone","180205_Blk_MQBlk_2",14.75,6022,0,5013,0.9,"HILICpos"
"Homocysteine thiolactone","180205_Blk_MQBlk_3",17.51,5830,0,4518,1.2,"HILICpos"
"Homocysteine thiolactone","180205_Blk_SWBlk_1",18.39,5735,0,5407,2.1,"HILICpos"
"Homocysteine thiolactone","180205_Blk_SWBlk_2",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Blk_SWBlk_3",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Poo_Sept29QC_1",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Poo_Sept29QC_2",7.64,14239,0,10314,0.6,"HILICpos"
"Homocysteine thiolactone","180205_Poo_Sept29QC_3",15.4,5937,0,5099,0.8,"HILICpos"
"Homocysteine thiolactone","180205_Poo_Sept29QC_4",3.3,8019,0,4614,-1.9,"HILICpos"
"Homocysteine thiolactone","180205_Poo_TruePoo_Full1",4.71,4349,0,3522,1.7,"HILICpos"
"Homocysteine thiolactone","180205_Poo_TruePoo_Full2",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Poo_TruePoo_Full3",7.44,43643,0,35104,-0.7,"HILICpos"
"Homocysteine thiolactone","180205_Poo_TruePoo_Half1",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Poo_TruePoo_Half2",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Poo_TruePoo_Half3",16.32,5706,0,5268,3.2,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C32DCMless10m_A",8.81,5258,0,3425,-2,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C32DCMless10m_B",15.03,6867,0,5459,-0.1,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C32DCMless10m_C",16.59,6745,0,5106,1,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C32DCMless20m_A",9.38,4079,0,3637,-0.8,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C32DCMless20m_B",16.9,6079,0,5911,0.4,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C32DCMless20m_C",7.66,29153,0,24769,0.1,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCM_A",7.49,38805,0,36700,1,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCM_B",0.31,7197,0,4534,-2.9,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCM_C",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCMplus10m_A",14.56,5841,0,3169,-0.7,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCMplus10m_B",15.64,5794,0,5025,3.1,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCMplus10m_C",7.3,55335,0,50316,0,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCMplus20m_A",7.59,85910,0,39135,0.1,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCMplus20m_B",7.38,59360,0,63514,0,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L1C33DCMplus20m_C",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C1DCMless10m_A",7.2,9644,0,8416,0.2,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C1DCMless10m_B",16.88,6341,0,3671,2,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C1DCMless10m_C",4.32,3781,0,3212,0.4,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C1DCMless20m_A",4.79,4151,0,2299,0.7,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C1DCMless20m_B",2.38,4305,0,3088,-5.3,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C1DCMless20m_C",16.87,5893,0,6154,0.2,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCM_A",7.54,33816,0,25846,0.3,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCM_B",7.4,86680,0,71664,0.1,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCM_C",7.53,50253,0,36270,1.7,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCMplus10m_A",7.54,23974,0,20072,0.2,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCMplus10m_B",17.25,6577,0,5961,3.4,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCMplus10m_C",13.87,6948,0,5358,0.5,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCMplus20m_A",NA,NA,NA,NA,NA,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCMplus20m_B",17.8,6431,0,5143,3.3,"HILICpos"
"Homocysteine thiolactone","180205_Smp_L2C2DCMplus20m_C",15.43,6108,0,5985,0.3,"HILICpos"
"L-Homocystine","180205_Std_4uMStdsInH2O_1",12.67,19902786,0,969401,-2,"HILICpos"
"L-Homocystine","180205_Std_4uMStdsInH2O_2",12.28,8168466,0,351986,-2.4,"HILICpos"
"L-Homocystine","180205_Std_4uMStdsInMatrix_1",12.75,17841126,0,836000,-2,"HILICpos"
"L-Homocystine","180205_Std_4uMStdsInMatrix_2",12.41,9031367,0,354399,-2.5,"HILICpos"
"L-Homocystine","180205_Blk_MQBlk_1",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Blk_MQBlk_2",3.51,4463,0,2991,-1.6,"HILICpos"
"L-Homocystine","180205_Blk_MQBlk_3",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Blk_SWBlk_1",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Blk_SWBlk_2",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Blk_SWBlk_3",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Poo_Sept29QC_1",12.58,5250,0,3855,1.1,"HILICpos"
"L-Homocystine","180205_Poo_Sept29QC_2",19.37,7236,0,3972,0.7,"HILICpos"
"L-Homocystine","180205_Poo_Sept29QC_3",3.66,4603,0,4130,6.7,"HILICpos"
"L-Homocystine","180205_Poo_Sept29QC_4",13.12,7649,0,7432,-1.5,"HILICpos"
"L-Homocystine","180205_Poo_TruePoo_Full1",12.23,4267,0,4368,5.7,"HILICpos"
"L-Homocystine","180205_Poo_TruePoo_Full2",10.43,6434,0,5590,-2.3,"HILICpos"
"L-Homocystine","180205_Poo_TruePoo_Full3",12.84,6856,0,5986,-2.3,"HILICpos"
"L-Homocystine","180205_Poo_TruePoo_Half1",12.39,10744,0,5693,0.1,"HILICpos"
"L-Homocystine","180205_Poo_TruePoo_Half2",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Poo_TruePoo_Half3",5.82,5902,0,4843,-0.4,"HILICpos"
"L-Homocystine","180205_Smp_L1C32DCMless10m_A",12.3,4495,0,4629,0,"HILICpos"
"L-Homocystine","180205_Smp_L1C32DCMless10m_B",12.81,7786,0,8357,-0.2,"HILICpos"
"L-Homocystine","180205_Smp_L1C32DCMless10m_C",4.84,4519,0,3065,1.2,"HILICpos"
"L-Homocystine","180205_Smp_L1C32DCMless20m_A",11.89,7015,0,4822,0.5,"HILICpos"
"L-Homocystine","180205_Smp_L1C32DCMless20m_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L1C32DCMless20m_C",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCM_A",13.22,8365,0,5276,-5.3,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCM_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCM_C",12.77,6365,0,4908,-3.7,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCMplus10m_A",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCMplus10m_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCMplus10m_C",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCMplus20m_A",9,8224,0,7579,-10.4,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCMplus20m_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L1C33DCMplus20m_C",6.88,8366,0,7564,1.3,"HILICpos"
"L-Homocystine","180205_Smp_L2C1DCMless10m_A",8.88,8137,0,8052,-1.2,"HILICpos"
"L-Homocystine","180205_Smp_L2C1DCMless10m_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L2C1DCMless10m_C",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L2C1DCMless20m_A",12.35,11186,0,4112,1,"HILICpos"
"L-Homocystine","180205_Smp_L2C1DCMless20m_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L2C1DCMless20m_C",1.08,4119,0,2673,2.6,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCM_A",13.38,8774,0,5573,-6.5,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCM_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCM_C",13.29,6338,0,5258,5,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCMplus10m_A",12.5,4664,0,3216,0.9,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCMplus10m_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCMplus10m_C",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCMplus20m_A",5.91,686492,0,32214,-2.4,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCMplus20m_B",NA,NA,NA,NA,NA,"HILICpos"
"L-Homocystine","180205_Smp_L2C2DCMplus20m_C",NA,NA,NA,NA,NA,"HILICpos"
"L-Homoserine","180205_Std_4uMStdsInH2O_1",11.24,99063504,3922268,6670948,-2.9,"HILICpos"
"L-Homoserine","180205_Std_4uMStdsInH2O_2",10.98,45189832,1509040,3083478,-3.1,"HILICpos"
"L-Homoserine","180205_Std_4uMStdsInMatrix_1",11.3,83521320,3784467,5557341,-2.5,"HILICpos"
"L-Homoserine","180205_Std_4uMStdsInMatrix_2",11.19,41033020,1710542,2487569,-3.4,"HILICpos"
"L-Homoserine","180205_Blk_MQBlk_1",11.37,23701,172318,3978,-2.2,"HILICpos"
"L-Homoserine","180205_Blk_MQBlk_2",11.11,19128,0,9125,-0.1,"HILICpos"
"L-Homoserine","180205_Blk_MQBlk_3",11.05,33761,0,6967,-1.5,"HILICpos"
"L-Homoserine","180205_Blk_SWBlk_1",11.42,60531,1016,8363,-1.9,"HILICpos"
"L-Homoserine","180205_Blk_SWBlk_2",11.28,0,0,0,NA,"HILICpos"
"L-Homoserine","180205_Blk_SWBlk_3",11.34,30992,0,10163,-2.3,"HILICpos"
"L-Homoserine","180205_Poo_Sept29QC_1",11.08,1464349,322535,178335,-2.7,"HILICpos"
"L-Homoserine","180205_Poo_Sept29QC_2",11.27,677185,0,34821,-2,"HILICpos"
"L-Homoserine","180205_Poo_Sept29QC_3",11.3,289245,159248,28325,-3.4,"HILICpos"
"L-Homoserine","180205_Poo_Sept29QC_4",11.24,300090,401457,27263,-2.8,"HILICpos"
"L-Homoserine","180205_Poo_TruePoo_Full1",11.4,1907527,706946,89501,-2.5,"HILICpos"
"L-Homoserine","180205_Poo_TruePoo_Full2",11.39,1275715,0,52593,-2.5,"HILICpos"
"L-Homoserine","180205_Poo_TruePoo_Full3",11.37,951720,0,54175,-2.7,"HILICpos"
"L-Homoserine","180205_Poo_TruePoo_Half1",11.34,1012086,191155,61118,-2.5,"HILICpos"
"L-Homoserine","180205_Poo_TruePoo_Half2",11.33,612983,0,34549,-2.4,"HILICpos"
"L-Homoserine","180205_Poo_TruePoo_Half3",11.36,563988,0,31052,-2.6,"HILICpos"
"L-Homoserine","180205_Smp_L1C32DCMless10m_A",11.18,1308017,1010971,143838,-2.9,"HILICpos"
"L-Homoserine","180205_Smp_L1C32DCMless10m_B",11.16,1004033,0,39783,-2.7,"HILICpos"
"L-Homoserine","180205_Smp_L1C32DCMless10m_C",11.11,929833,0,49161,-2.8,"HILICpos"
"L-Homoserine","180205_Smp_L1C32DCMless20m_A",11.3,1124596,372293,48724,-2.4,"HILICpos"
"L-Homoserine","180205_Smp_L1C32DCMless20m_B",11.14,1166027,195951,75287,-2.7,"HILICpos"
"L-Homoserine","180205_Smp_L1C32DCMless20m_C",11.11,1096290,0,59412,-2.9,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCM_A",11.28,1793789,0,60913,-2.3,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCM_B",11.16,1723980,0,68918,-2.5,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCM_C",11.27,917817,118812,48762,-3.1,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCMplus10m_A",11.13,3937334,912979,212864,-2.8,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCMplus10m_B",11.13,2030817,0,52605,-2.8,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCMplus10m_C",11.34,2132894,0,128889,-2.8,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCMplus20m_A",11.43,2372453,0,77318,-2.4,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCMplus20m_B",11.36,1514721,0,72203,-2.3,"HILICpos"
"L-Homoserine","180205_Smp_L1C33DCMplus20m_C",11.36,1760250,4295,102378,-2.5,"HILICpos"
"L-Homoserine","180205_Smp_L2C1DCMless10m_A",11.27,761366,102191,48182,-2.6,"HILICpos"
"L-Homoserine","180205_Smp_L2C1DCMless10m_B",11.27,747489,40072,33348,-2.6,"HILICpos"
"L-Homoserine","180205_Smp_L2C1DCMless10m_C",11.1,461100,146117,23243,-3,"HILICpos"
"L-Homoserine","180205_Smp_L2C1DCMless20m_A",11.11,1763542,516097,115480,-2.3,"HILICpos"
"L-Homoserine","180205_Smp_L2C1DCMless20m_B",11.11,662882,144637,22578,-2.4,"HILICpos"
"L-Homoserine","180205_Smp_L2C1DCMless20m_C",10.76,1077206,0,26428,-3,"HILICpos"
"L-Homoserine","180205_Smp_L2C2DCM_A",11.38,1654894,0,54129,-2.7,"HILICpos"
"L-Homoserine","180205_Smp_L2C2DCM_B",11.17,2407430,186982,91480,-2.6,"HILICpos"
"L-Homoserine","180205_Smp_L2C2DCM_C",11.31,1411965,237281,65931,-2.7,"HILICpos"
"L-Homoserine","180205_Smp_L2C2DCMplus10m_A",11.41,2961520,1062776,121826,-2.6,"HILICpos"
"L-Homoserine","180205_Smp_L2C2DCMplus10m_B",11.39,1137829,0,39112,-2.4,"HILICpos"
"L-Homoserine","180205_Smp_L2C2DCMplus10m_C",11.31,1129139,22061,67927,-3.1,"HILICpos"
"L-Homoserine","180205_Smp_L2C2DCMplus20m_A",11.16,2522489,759766,106703,-2.6,"HILICpos"
