"","Replicate.Name","Precursor.Ion.Name","Area"
"983","180205_Smp_L1C33DCMplus20m_A","Dimethylglycine",81126216
"984","180205_Smp_L1C33DCMplus20m_B","Dimethylglycine",85447280
"985","180205_Smp_L1C33DCMplus20m_C","Dimethylglycine",102734712
"986","180205_Smp_L2C1DCMless10m_A","Dimethylglycine",74966320
"987","180205_Smp_L2C1DCMless10m_B","Dimethylglycine",85433312
"988","180205_Smp_L2C1DCMless10m_C","Dimethylglycine",120412872
"989","180205_Smp_L2C1DCMless20m_A","Dimethylglycine",96044824
"990","180205_Smp_L2C1DCMless20m_B","Dimethylglycine",79742392
"991","180205_Smp_L2C1DCMless20m_C","Dimethylglycine",102946296
"992","180205_Smp_L2C2DCM_A","Dimethylglycine",76119816
"993","180205_Smp_L2C2DCM_B","Dimethylglycine",71802952
"994","180205_Smp_L2C2DCM_C","Dimethylglycine",298835360
"995","180205_Smp_L2C2DCMplus10m_A","Dimethylglycine",80082016
"996","180205_Smp_L2C2DCMplus10m_B","Dimethylglycine",79983448
"997","180205_Smp_L2C2DCMplus10m_C","Dimethylglycine",177540624
"998","180205_Smp_L2C2DCMplus20m_A","Dimethylglycine",93855368
"999","180205_Smp_L2C2DCMplus20m_B","Dimethylglycine",74597472
"1000","180205_Smp_L2C2DCMplus20m_C","Dimethylglycine",115310480
"1001","180205_Poo_Sept29QC_1","2-O-alpha-D-Glucosylglycerol",0
"1002","180205_Poo_Sept29QC_2","2-O-alpha-D-Glucosylglycerol",0
"1003","180205_Poo_Sept29QC_3","2-O-alpha-D-Glucosylglycerol",7615
"1004","180205_Poo_Sept29QC_4","2-O-alpha-D-Glucosylglycerol",0
"1005","180205_Poo_TruePoo_Full1","2-O-alpha-D-Glucosylglycerol",299896
"1006","180205_Poo_TruePoo_Full2","2-O-alpha-D-Glucosylglycerol",114676
"1007","180205_Poo_TruePoo_Full3","2-O-alpha-D-Glucosylglycerol",282978
"1008","180205_Poo_TruePoo_Half1","2-O-alpha-D-Glucosylglycerol",214200
"1009","180205_Poo_TruePoo_Half2","2-O-alpha-D-Glucosylglycerol",82997
"1010","180205_Poo_TruePoo_Half3","2-O-alpha-D-Glucosylglycerol",76604
"1011","180205_Smp_L1C32DCMless10m_A","2-O-alpha-D-Glucosylglycerol",334654
"1012","180205_Smp_L1C32DCMless10m_B","2-O-alpha-D-Glucosylglycerol",255455
"1013","180205_Smp_L1C32DCMless10m_C","2-O-alpha-D-Glucosylglycerol",325041
"1014","180205_Smp_L1C32DCMless20m_A","2-O-alpha-D-Glucosylglycerol",290019
"1015","180205_Smp_L1C32DCMless20m_B","2-O-alpha-D-Glucosylglycerol",203050
"1016","180205_Smp_L1C32DCMless20m_C","2-O-alpha-D-Glucosylglycerol",222136
"1017","180205_Smp_L1C33DCM_A","2-O-alpha-D-Glucosylglycerol",481102
"1018","180205_Smp_L1C33DCM_B","2-O-alpha-D-Glucosylglycerol",409480
"1019","180205_Smp_L1C33DCM_C","2-O-alpha-D-Glucosylglycerol",432551
"1020","180205_Smp_L1C33DCMplus10m_A","2-O-alpha-D-Glucosylglycerol",688845
"1021","180205_Smp_L1C33DCMplus10m_B","2-O-alpha-D-Glucosylglycerol",655638
"1022","180205_Smp_L1C33DCMplus10m_C","2-O-alpha-D-Glucosylglycerol",586109
"1023","180205_Smp_L1C33DCMplus20m_A","2-O-alpha-D-Glucosylglycerol",258041
"1024","180205_Smp_L1C33DCMplus20m_B","2-O-alpha-D-Glucosylglycerol",200212
"1025","180205_Smp_L1C33DCMplus20m_C","2-O-alpha-D-Glucosylglycerol",248739
"1026","180205_Smp_L2C1DCMless10m_A","2-O-alpha-D-Glucosylglycerol",91971
"1027","180205_Smp_L2C1DCMless10m_B","2-O-alpha-D-Glucosylglycerol",146952
"1028","180205_Smp_L2C1DCMless10m_C","2-O-alpha-D-Glucosylglycerol",220334
"1029","180205_Smp_L2C1DCMless20m_A","2-O-alpha-D-Glucosylglycerol",267880
"1030","180205_Smp_L2C1DCMless20m_B","2-O-alpha-D-Glucosylglycerol",171778
"1031","180205_Smp_L2C1DCMless20m_C","2-O-alpha-D-Glucosylglycerol",81936
"1032","180205_Smp_L2C2DCM_A","2-O-alpha-D-Glucosylglycerol",226082
"1033","180205_Smp_L2C2DCM_B","2-O-alpha-D-Glucosylglycerol",128489
"1034","180205_Smp_L2C2DCM_C","2-O-alpha-D-Glucosylglycerol",186393
"1035","180205_Smp_L2C2DCMplus10m_A","2-O-alpha-D-Glucosylglycerol",254590
"1036","180205_Smp_L2C2DCMplus10m_B","2-O-alpha-D-Glucosylglycerol",174539
"1037","180205_Smp_L2C2DCMplus10m_C","2-O-alpha-D-Glucosylglycerol",28534
"1038","180205_Smp_L2C2DCMplus20m_A","2-O-alpha-D-Glucosylglycerol",118286
"1039","180205_Smp_L2C2DCMplus20m_B","2-O-alpha-D-Glucosylglycerol",15474
"1040","180205_Smp_L2C2DCMplus20m_C","2-O-alpha-D-Glucosylglycerol",18890
"1041","180205_Poo_Sept29QC_1","Dimethylsulfoniopropionate",3197461504
"1042","180205_Poo_Sept29QC_2","Dimethylsulfoniopropionate",2757077504
"1043","180205_Poo_Sept29QC_3","Dimethylsulfoniopropionate",2555877888
"1044","180205_Poo_Sept29QC_4","Dimethylsulfoniopropionate",2748442880
"1045","180205_Poo_TruePoo_Full1","Dimethylsulfoniopropionate",910148096
"1046","180205_Poo_TruePoo_Full2","Dimethylsulfoniopropionate",852973440
"1047","180205_Poo_TruePoo_Full3","Dimethylsulfoniopropionate",788893696
"1048","180205_Poo_TruePoo_Half1","Dimethylsulfoniopropionate",499785280
"1049","180205_Poo_TruePoo_Half2","Dimethylsulfoniopropionate",445349504
"1050","180205_Poo_TruePoo_Half3","Dimethylsulfoniopropionate",429637088
"1051","180205_Smp_L1C32DCMless10m_A","Dimethylsulfoniopropionate",2802322688
"1052","180205_Smp_L1C32DCMless10m_B","Dimethylsulfoniopropionate",2449074176
"1053","180205_Smp_L1C32DCMless10m_C","Dimethylsulfoniopropionate",1544019968
"1054","180205_Smp_L1C32DCMless20m_A","Dimethylsulfoniopropionate",1856193408
"1055","180205_Smp_L1C32DCMless20m_B","Dimethylsulfoniopropionate",2667372032
"1056","180205_Smp_L1C32DCMless20m_C","Dimethylsulfoniopropionate",2779428608
"1057","180205_Smp_L1C33DCM_A","Dimethylsulfoniopropionate",779752896
"1058","180205_Smp_L1C33DCM_B","Dimethylsulfoniopropionate",1826455296
"1059","180205_Smp_L1C33DCM_C","Dimethylsulfoniopropionate",882512576
"1060","180205_Smp_L1C33DCMplus10m_A","Dimethylsulfoniopropionate",995921856
"1061","180205_Smp_L1C33DCMplus10m_B","Dimethylsulfoniopropionate",892905984
"1062","180205_Smp_L1C33DCMplus10m_C","Dimethylsulfoniopropionate",1357033344
"1063","180205_Smp_L1C33DCMplus20m_A","Dimethylsulfoniopropionate",948908480
"1064","180205_Smp_L1C33DCMplus20m_B","Dimethylsulfoniopropionate",1233415424
"1065","180205_Smp_L1C33DCMplus20m_C","Dimethylsulfoniopropionate",1138693888
"1066","180205_Smp_L2C1DCMless10m_A","Dimethylsulfoniopropionate",371614848
"1067","180205_Smp_L2C1DCMless10m_B","Dimethylsulfoniopropionate",828484224
"1068","180205_Smp_L2C1DCMless10m_C","Dimethylsulfoniopropionate",549336768
"1069","180205_Smp_L2C1DCMless20m_A","Dimethylsulfoniopropionate",288802144
"1070","180205_Smp_L2C1DCMless20m_B","Dimethylsulfoniopropionate",818692480
"1071","180205_Smp_L2C1DCMless20m_C","Dimethylsulfoniopropionate",647783552
"1072","180205_Smp_L2C2DCM_A","Dimethylsulfoniopropionate",294190048
"1073","180205_Smp_L2C2DCM_B","Dimethylsulfoniopropionate",961729600
"1074","180205_Smp_L2C2DCM_C","Dimethylsulfoniopropionate",611585728
"1075","180205_Smp_L2C2DCMplus10m_A","Dimethylsulfoniopropionate",248841440
"1076","180205_Smp_L2C2DCMplus10m_B","Dimethylsulfoniopropionate",628266624
"1077","180205_Smp_L2C2DCMplus10m_C","Dimethylsulfoniopropionate",740978304
"1078","180205_Smp_L2C2DCMplus20m_A","Dimethylsulfoniopropionate",236043232
"1079","180205_Smp_L2C2DCMplus20m_B","Dimethylsulfoniopropionate",732548416
"1080","180205_Smp_L2C2DCMplus20m_C","Dimethylsulfoniopropionate",354265920
"1081","180205_Poo_Sept29QC_1","Ectoine",37630132
"1082","180205_Poo_Sept29QC_2","Ectoine",36558836
"1083","180205_Poo_Sept29QC_3","Ectoine",33791496
"1084","180205_Poo_Sept29QC_4","Ectoine",35226200
"1085","180205_Poo_TruePoo_Full1","Ectoine",170749968
"1086","180205_Poo_TruePoo_Full2","Ectoine",158255808
"1087","180205_Poo_TruePoo_Full3","Ectoine",160403872
"1088","180205_Poo_TruePoo_Half1","Ectoine",92241104
"1089","180205_Poo_TruePoo_Half2","Ectoine",82607896
"1090","180205_Poo_TruePoo_Half3","Ectoine",79969136
"1091","180205_Smp_L1C32DCMless10m_A","Ectoine",157971904
"1092","180205_Smp_L1C32DCMless10m_B","Ectoine",147763216
"1093","180205_Smp_L1C32DCMless10m_C","Ectoine",147891168
"1094","180205_Smp_L1C32DCMless20m_A","Ectoine",166751984
"1095","180205_Smp_L1C32DCMless20m_B","Ectoine",167910704
"1096","180205_Smp_L1C32DCMless20m_C","Ectoine",233316176
"1097","180205_Smp_L1C33DCM_A","Ectoine",168258384
"1098","180205_Smp_L1C33DCM_B","Ectoine",190142112
"1099","180205_Smp_L1C33DCM_C","Ectoine",127230656
"1100","180205_Smp_L1C33DCMplus10m_A","Ectoine",192988224
"1101","180205_Smp_L1C33DCMplus10m_B","Ectoine",150626064
"1102","180205_Smp_L1C33DCMplus10m_C","Ectoine",235047904
"1103","180205_Smp_L1C33DCMplus20m_A","Ectoine",173442864
"1104","180205_Smp_L1C33DCMplus20m_B","Ectoine",121572568
"1105","180205_Smp_L1C33DCMplus20m_C","Ectoine",149547936
"1106","180205_Smp_L2C1DCMless10m_A","Ectoine",159760384
"1107","180205_Smp_L2C1DCMless10m_B","Ectoine",173235792
"1108","180205_Smp_L2C1DCMless10m_C","Ectoine",159466832
"1109","180205_Smp_L2C1DCMless20m_A","Ectoine",160430992
"1110","180205_Smp_L2C1DCMless20m_B","Ectoine",147563264
"1111","180205_Smp_L2C1DCMless20m_C","Ectoine",129665152
"1112","180205_Smp_L2C2DCM_A","Ectoine",180215744
"1113","180205_Smp_L2C2DCM_B","Ectoine",243044032
"1114","180205_Smp_L2C2DCM_C","Ectoine",165202688
"1115","180205_Smp_L2C2DCMplus10m_A","Ectoine",167784320
"1116","180205_Smp_L2C2DCMplus10m_B","Ectoine",163559072
"1117","180205_Smp_L2C2DCMplus10m_C","Ectoine",179326912
"1118","180205_Smp_L2C2DCMplus20m_A","Ectoine",146250800
"1119","180205_Smp_L2C2DCMplus20m_B","Ectoine",136923088
"1120","180205_Smp_L2C2DCMplus20m_C","Ectoine",102526544
"1121","180205_Poo_Sept29QC_1","Glucosamine",0
"1122","180205_Poo_Sept29QC_2","Glucosamine",0
"1123","180205_Poo_Sept29QC_3","Glucosamine",0
"1124","180205_Poo_Sept29QC_4","Glucosamine",0
"1125","180205_Poo_TruePoo_Full1","Glucosamine",1685863
"1126","180205_Poo_TruePoo_Full2","Glucosamine",1265949
"1127","180205_Poo_TruePoo_Full3","Glucosamine",1359493
"1128","180205_Poo_TruePoo_Half1","Glucosamine",961069
"1129","180205_Poo_TruePoo_Half2","Glucosamine",843261
"1130","180205_Poo_TruePoo_Half3","Glucosamine",808085
"1131","180205_Smp_L1C32DCMless10m_A","Glucosamine",207906
"1132","180205_Smp_L1C32DCMless10m_B","Glucosamine",668102
"1133","180205_Smp_L1C32DCMless10m_C","Glucosamine",103325
"1134","180205_Smp_L1C32DCMless20m_A","Glucosamine",342239
"1135","180205_Smp_L1C32DCMless20m_B","Glucosamine",331537
"1136","180205_Smp_L1C32DCMless20m_C","Glucosamine",300003
"1137","180205_Smp_L1C33DCM_A","Glucosamine",260106
"1138","180205_Smp_L1C33DCM_B","Glucosamine",369564
"1139","180205_Smp_L1C33DCM_C","Glucosamine",129656
"1140","180205_Smp_L1C33DCMplus10m_A","Glucosamine",180179
"1141","180205_Smp_L1C33DCMplus10m_B","Glucosamine",156804
"1142","180205_Smp_L1C33DCMplus10m_C","Glucosamine",90667
"1143","180205_Smp_L1C33DCMplus20m_A","Glucosamine",720962
"1144","180205_Smp_L1C33DCMplus20m_B","Glucosamine",139781
"1145","180205_Smp_L1C33DCMplus20m_C","Glucosamine",377323
"1146","180205_Smp_L2C1DCMless10m_A","Glucosamine",12042231
"1147","180205_Smp_L2C1DCMless10m_B","Glucosamine",468679
"1148","180205_Smp_L2C1DCMless10m_C","Glucosamine",271403
"1149","180205_Smp_L2C1DCMless20m_A","Glucosamine",110383
"1150","180205_Smp_L2C1DCMless20m_B","Glucosamine",452915
"1151","180205_Smp_L2C1DCMless20m_C","Glucosamine",2730256
"1152","180205_Smp_L2C2DCM_A","Glucosamine",195579
"1153","180205_Smp_L2C2DCM_B","Glucosamine",341442
"1154","180205_Smp_L2C2DCM_C","Glucosamine",371167
"1155","180205_Smp_L2C2DCMplus10m_A","Glucosamine",150248
"1156","180205_Smp_L2C2DCMplus10m_B","Glucosamine",191473
"1157","180205_Smp_L2C2DCMplus10m_C","Glucosamine",99200
"1158","180205_Smp_L2C2DCMplus20m_A","Glucosamine",363251
"1159","180205_Smp_L2C2DCMplus20m_B","Glucosamine",196617
"1160","180205_Smp_L2C2DCMplus20m_C","Glucosamine",246898
"1161","180205_Poo_Sept29QC_1","L-Glutamic acid",142427008
"1162","180205_Poo_Sept29QC_2","L-Glutamic acid",38305724
"1163","180205_Poo_Sept29QC_3","L-Glutamic acid",45773680
"1164","180205_Poo_Sept29QC_4","L-Glutamic acid",41548616
"1165","180205_Poo_TruePoo_Full1","L-Glutamic acid",109575936
"1166","180205_Poo_TruePoo_Full2","L-Glutamic acid",34990032
"1167","180205_Poo_TruePoo_Full3","L-Glutamic acid",41082004
"1168","180205_Poo_TruePoo_Half1","L-Glutamic acid",56207840
"1169","180205_Poo_TruePoo_Half2","L-Glutamic acid",20144948
"1170","180205_Poo_TruePoo_Half3","L-Glutamic acid",20510610
"1171","180205_Smp_L1C32DCMless10m_A","L-Glutamic acid",94558096
"1172","180205_Smp_L1C32DCMless10m_B","L-Glutamic acid",45169392
"1173","180205_Smp_L1C32DCMless10m_C","L-Glutamic acid",48683616
"1174","180205_Smp_L1C32DCMless20m_A","L-Glutamic acid",53738480
"1175","180205_Smp_L1C32DCMless20m_B","L-Glutamic acid",48531904
"1176","180205_Smp_L1C32DCMless20m_C","L-Glutamic acid",63466556
"1177","180205_Smp_L1C33DCM_A","L-Glutamic acid",40829696
"1178","180205_Smp_L1C33DCM_B","L-Glutamic acid",50238480
"1179","180205_Smp_L1C33DCM_C","L-Glutamic acid",45158756
"1180","180205_Smp_L1C33DCMplus10m_A","L-Glutamic acid",108378280
"1181","180205_Smp_L1C33DCMplus10m_B","L-Glutamic acid",40858728
"1182","180205_Smp_L1C33DCMplus10m_C","L-Glutamic acid",50379352
"1183","180205_Smp_L1C33DCMplus20m_A","L-Glutamic acid",35958904
"1184","180205_Smp_L1C33DCMplus20m_B","L-Glutamic acid",39593580
"1185","180205_Smp_L1C33DCMplus20m_C","L-Glutamic acid",47757460
"1186","180205_Smp_L2C1DCMless10m_A","L-Glutamic acid",29100718
"1187","180205_Smp_L2C1DCMless10m_B","L-Glutamic acid",44875552
"1188","180205_Smp_L2C1DCMless10m_C","L-Glutamic acid",40754152
"1189","180205_Smp_L2C1DCMless20m_A","L-Glutamic acid",144086096
"1190","180205_Smp_L2C1DCMless20m_B","L-Glutamic acid",52233932
"1191","180205_Smp_L2C1DCMless20m_C","L-Glutamic acid",47931976
"1192","180205_Smp_L2C2DCM_A","L-Glutamic acid",30501064
"1193","180205_Smp_L2C2DCM_B","L-Glutamic acid",37147552
"1194","180205_Smp_L2C2DCM_C","L-Glutamic acid",35211876
"1195","180205_Smp_L2C2DCMplus10m_A","L-Glutamic acid",78431256
"1196","180205_Smp_L2C2DCMplus10m_B","L-Glutamic acid",31744228
"1197","180205_Smp_L2C2DCMplus10m_C","L-Glutamic acid",42332384
"1198","180205_Smp_L2C2DCMplus20m_A","L-Glutamic acid",71503736
"1199","180205_Smp_L2C2DCMplus20m_B","L-Glutamic acid",26767516
"1200","180205_Smp_L2C2DCMplus20m_C","L-Glutamic acid",21777064
"1201","180205_Poo_Sept29QC_1","L-Glutamine",140268560
"1202","180205_Poo_Sept29QC_2","L-Glutamine",50146164
"1203","180205_Poo_Sept29QC_3","L-Glutamine",52062220
"1204","180205_Poo_Sept29QC_4","L-Glutamine",48446412
"1205","180205_Poo_TruePoo_Full1","L-Glutamine",73916784
"1206","180205_Poo_TruePoo_Full2","L-Glutamine",28143816
"1207","180205_Poo_TruePoo_Full3","L-Glutamine",26181928
"1208","180205_Poo_TruePoo_Half1","L-Glutamine",35863776
"1209","180205_Poo_TruePoo_Half2","L-Glutamine",15563767
"1210","180205_Poo_TruePoo_Half3","L-Glutamine",15878237
"1211","180205_Smp_L1C32DCMless10m_A","L-Glutamine",70652832
"1212","180205_Smp_L1C32DCMless10m_B","L-Glutamine",36921064
"1213","180205_Smp_L1C32DCMless10m_C","L-Glutamine",43226356
"1214","180205_Smp_L1C32DCMless20m_A","L-Glutamine",54988132
"1215","180205_Smp_L1C32DCMless20m_B","L-Glutamine",68026792
"1216","180205_Smp_L1C32DCMless20m_C","L-Glutamine",55434160
"1217","180205_Smp_L1C33DCM_A","L-Glutamine",30023708
"1218","180205_Smp_L1C33DCM_B","L-Glutamine",44516116
"1219","180205_Smp_L1C33DCM_C","L-Glutamine",25170136
"1220","180205_Smp_L1C33DCMplus10m_A","L-Glutamine",58971768
"1221","180205_Smp_L1C33DCMplus10m_B","L-Glutamine",27206472
"1222","180205_Smp_L1C33DCMplus10m_C","L-Glutamine",28770628
"1223","180205_Smp_L1C33DCMplus20m_A","L-Glutamine",21884768
"1224","180205_Smp_L1C33DCMplus20m_B","L-Glutamine",18809400
"1225","180205_Smp_L1C33DCMplus20m_C","L-Glutamine",22441556
"1226","180205_Smp_L2C1DCMless10m_A","L-Glutamine",31873882
"1227","180205_Smp_L2C1DCMless10m_B","L-Glutamine",37075736
"1228","180205_Smp_L2C1DCMless10m_C","L-Glutamine",26123476
"1229","180205_Smp_L2C1DCMless20m_A","L-Glutamine",156186144
"1230","180205_Smp_L2C1DCMless20m_B","L-Glutamine",56361168
"1231","180205_Smp_L2C1DCMless20m_C","L-Glutamine",42705952
"1232","180205_Smp_L2C2DCM_A","L-Glutamine",19213522
"1233","180205_Smp_L2C2DCM_B","L-Glutamine",36245636
"1234","180205_Smp_L2C2DCM_C","L-Glutamine",21457570
"1235","180205_Smp_L2C2DCMplus10m_A","L-Glutamine",34411912
"1236","180205_Smp_L2C2DCMplus10m_B","L-Glutamine",19258718
"1237","180205_Smp_L2C2DCMplus10m_C","L-Glutamine",17142764
"1238","180205_Smp_L2C2DCMplus20m_A","L-Glutamine",33223278
"1239","180205_Smp_L2C2DCMplus20m_B","L-Glutamine",16571424
"1240","180205_Smp_L2C2DCMplus20m_C","L-Glutamine",8574200
"1241","180205_Poo_Sept29QC_1","Glutathione",395795
"1242","180205_Poo_Sept29QC_2","Glutathione",28305
"1243","180205_Poo_Sept29QC_3","Glutathione",6960
"1244","180205_Poo_Sept29QC_4","Glutathione",9866
"1245","180205_Poo_TruePoo_Full1","Glutathione",4274
"1246","180205_Poo_TruePoo_Full2","Glutathione",8223
"1247","180205_Poo_TruePoo_Full3","Glutathione",43509
"1248","180205_Poo_TruePoo_Half1","Glutathione",99840
"1249","180205_Poo_TruePoo_Half2","Glutathione",8358
"1250","180205_Poo_TruePoo_Half3","Glutathione",14176
"1251","180205_Smp_L1C32DCMless10m_A","Glutathione",120922
"1252","180205_Smp_L1C32DCMless10m_B","Glutathione",8706
"1253","180205_Smp_L1C32DCMless10m_C","Glutathione",7424
"1254","180205_Smp_L1C32DCMless20m_A","Glutathione",5440
"1255","180205_Smp_L1C32DCMless20m_B","Glutathione",39078
"1256","180205_Smp_L1C32DCMless20m_C","Glutathione",6842
"1257","180205_Smp_L1C33DCM_A","Glutathione",9320
"1258","180205_Smp_L1C33DCM_B","Glutathione",0
"1259","180205_Smp_L1C33DCM_C","Glutathione",8041
"1260","180205_Smp_L1C33DCMplus10m_A","Glutathione",197401
"1261","180205_Smp_L1C33DCMplus10m_B","Glutathione",38618
"1262","180205_Smp_L1C33DCMplus10m_C","Glutathione",5749
"1263","180205_Smp_L1C33DCMplus20m_A","Glutathione",9635
"1264","180205_Smp_L1C33DCMplus20m_B","Glutathione",NA
"1265","180205_Smp_L1C33DCMplus20m_C","Glutathione",18213
"1266","180205_Smp_L2C1DCMless10m_A","Glutathione",9471
"1267","180205_Smp_L2C1DCMless10m_B","Glutathione",24298
"1268","180205_Smp_L2C1DCMless10m_C","Glutathione",8554
"1269","180205_Smp_L2C1DCMless20m_A","Glutathione",253847
"1270","180205_Smp_L2C1DCMless20m_B","Glutathione",NA
"1271","180205_Smp_L2C1DCMless20m_C","Glutathione",15548
"1272","180205_Smp_L2C2DCM_A","Glutathione",6297
"1273","180205_Smp_L2C2DCM_B","Glutathione",7429
"1274","180205_Smp_L2C2DCM_C","Glutathione",10273
"1275","180205_Smp_L2C2DCMplus10m_A","Glutathione",21489
"1276","180205_Smp_L2C2DCMplus10m_B","Glutathione",7170
"1277","180205_Smp_L2C2DCMplus10m_C","Glutathione",7013
"1278","180205_Smp_L2C2DCMplus20m_A","Glutathione",244050
"1279","180205_Smp_L2C2DCMplus20m_B","Glutathione",NA
"1280","180205_Smp_L2C2DCMplus20m_C","Glutathione",NA
"1281","180205_Poo_Sept29QC_1","Glycerophosphocholine",39452144
"1282","180205_Poo_Sept29QC_2","Glycerophosphocholine",11092430
"1283","180205_Poo_Sept29QC_3","Glycerophosphocholine",10026539
"1284","180205_Poo_Sept29QC_4","Glycerophosphocholine",10831157
"1285","180205_Poo_TruePoo_Full1","Glycerophosphocholine",43305264
"1286","180205_Poo_TruePoo_Full2","Glycerophosphocholine",12158761
"1287","180205_Poo_TruePoo_Full3","Glycerophosphocholine",9258631
"1288","180205_Poo_TruePoo_Half1","Glycerophosphocholine",21976988
"1289","180205_Poo_TruePoo_Half2","Glycerophosphocholine",10509519
"1290","180205_Poo_TruePoo_Half3","Glycerophosphocholine",9786409
"1291","180205_Smp_L1C32DCMless10m_A","Glycerophosphocholine",37148412
"1292","180205_Smp_L1C32DCMless10m_B","Glycerophosphocholine",14032744
"1293","180205_Smp_L1C32DCMless10m_C","Glycerophosphocholine",14353703
"1294","180205_Smp_L1C32DCMless20m_A","Glycerophosphocholine",20124266
"1295","180205_Smp_L1C32DCMless20m_B","Glycerophosphocholine",15438471
"1296","180205_Smp_L1C32DCMless20m_C","Glycerophosphocholine",14143809
"1297","180205_Smp_L1C33DCM_A","Glycerophosphocholine",24283408
"1298","180205_Smp_L1C33DCM_B","Glycerophosphocholine",26127964
"1299","180205_Smp_L1C33DCM_C","Glycerophosphocholine",16811134
"1300","180205_Smp_L1C33DCMplus10m_A","Glycerophosphocholine",63092464
"1301","180205_Smp_L1C33DCMplus10m_B","Glycerophosphocholine",27005890
"1302","180205_Smp_L1C33DCMplus10m_C","Glycerophosphocholine",20275262
"1303","180205_Smp_L1C33DCMplus20m_A","Glycerophosphocholine",12102294
"1304","180205_Smp_L1C33DCMplus20m_B","Glycerophosphocholine",11832408
"1305","180205_Smp_L1C33DCMplus20m_C","Glycerophosphocholine",12194836
"1306","180205_Smp_L2C1DCMless10m_A","Glycerophosphocholine",8919334
"1307","180205_Smp_L2C1DCMless10m_B","Glycerophosphocholine",9835210
"1308","180205_Smp_L2C1DCMless10m_C","Glycerophosphocholine",6940432
"1309","180205_Smp_L2C1DCMless20m_A","Glycerophosphocholine",32609908
"1310","180205_Smp_L2C1DCMless20m_B","Glycerophosphocholine",11903353
"1311","180205_Smp_L2C1DCMless20m_C","Glycerophosphocholine",7528550
"1312","180205_Smp_L2C2DCM_A","Glycerophosphocholine",11919929
"1313","180205_Smp_L2C2DCM_B","Glycerophosphocholine",12450944
"1314","180205_Smp_L2C2DCM_C","Glycerophosphocholine",16394540
"1315","180205_Smp_L2C2DCMplus10m_A","Glycerophosphocholine",28539608
"1316","180205_Smp_L2C2DCMplus10m_B","Glycerophosphocholine",10885669
"1317","180205_Smp_L2C2DCMplus10m_C","Glycerophosphocholine",7764317
"1318","180205_Smp_L2C2DCMplus20m_A","Glycerophosphocholine",20482976
"1319","180205_Smp_L2C2DCMplus20m_B","Glycerophosphocholine",6170452
"1320","180205_Smp_L2C2DCMplus20m_C","Glycerophosphocholine",5375917
"1321","180205_Poo_Sept29QC_1","Glycine",3665672
"1322","180205_Poo_Sept29QC_2","Glycine",1380960
"1323","180205_Poo_Sept29QC_3","Glycine",1571769
"1324","180205_Poo_Sept29QC_4","Glycine",1467280
"1325","180205_Poo_TruePoo_Full1","Glycine",10362153
"1326","180205_Poo_TruePoo_Full2","Glycine",3951088
"1327","180205_Poo_TruePoo_Full3","Glycine",4868805
"1328","180205_Poo_TruePoo_Half1","Glycine",5533521
"1329","180205_Poo_TruePoo_Half2","Glycine",2400675
"1330","180205_Poo_TruePoo_Half3","Glycine",2542278
"1331","180205_Smp_L1C32DCMless10m_A","Glycine",12299093
"1332","180205_Smp_L1C32DCMless10m_B","Glycine",5103029
"1333","180205_Smp_L1C32DCMless10m_C","Glycine",8731043
"1334","180205_Smp_L1C32DCMless20m_A","Glycine",7098797
"1335","180205_Smp_L1C32DCMless20m_B","Glycine",9204904
"1336","180205_Smp_L1C32DCMless20m_C","Glycine",13455238
"1337","180205_Smp_L1C33DCM_A","Glycine",6443858
"1338","180205_Smp_L1C33DCM_B","Glycine",10497382
"1339","180205_Smp_L1C33DCM_C","Glycine",4648647
"1340","180205_Smp_L1C33DCMplus10m_A","Glycine",15775831
"1341","180205_Smp_L1C33DCMplus10m_B","Glycine",8104883
"1342","180205_Smp_L1C33DCMplus10m_C","Glycine",9671971
"1343","180205_Smp_L1C33DCMplus20m_A","Glycine",4697577
"1344","180205_Smp_L1C33DCMplus20m_B","Glycine",4045067
"1345","180205_Smp_L1C33DCMplus20m_C","Glycine",4770670
"1346","180205_Smp_L2C1DCMless10m_A","Glycine",3179107
"1347","180205_Smp_L2C1DCMless10m_B","Glycine",4093889
"1348","180205_Smp_L2C1DCMless10m_C","Glycine",2990701
"1349","180205_Smp_L2C1DCMless20m_A","Glycine",6095904
"1350","180205_Smp_L2C1DCMless20m_B","Glycine",2367222
"1351","180205_Smp_L2C1DCMless20m_C","Glycine",1705661
"1352","180205_Smp_L2C2DCM_A","Glycine",4075562
"1353","180205_Smp_L2C2DCM_B","Glycine",6157405
"1354","180205_Smp_L2C2DCM_C","Glycine",4354644
"1355","180205_Smp_L2C2DCMplus10m_A","Glycine",5312085
"1356","180205_Smp_L2C2DCMplus10m_B","Glycine",3767395
"1357","180205_Smp_L2C2DCMplus10m_C","Glycine",2779180
"1358","180205_Smp_L2C2DCMplus20m_A","Glycine",4116550
"1359","180205_Smp_L2C2DCMplus20m_B","Glycine",3866544
"1360","180205_Smp_L2C2DCMplus20m_C","Glycine",2420466
"1361","180205_Poo_Sept29QC_1","Guanine",346045664
"1362","180205_Poo_Sept29QC_2","Guanine",109961248
"1363","180205_Poo_Sept29QC_3","Guanine",102740952
"1364","180205_Poo_Sept29QC_4","Guanine",113621144
"1365","180205_Poo_TruePoo_Full1","Guanine",544563456
"1366","180205_Poo_TruePoo_Full2","Guanine",222256336
