"","Replicate.Name","Precursor.Ion.Name","Area","Background","Signal.to.Noise"
"1282","180205_Poo_Sept29QC_2","Glycerophosphocholine",11092430,27218,407.540230729664
"1283","180205_Poo_Sept29QC_3","Glycerophosphocholine",10026539,0,Inf
"1284","180205_Poo_Sept29QC_4","Glycerophosphocholine",10831157,0,Inf
"1285","180205_Poo_TruePoo_Full1","Glycerophosphocholine",43305264,335155,129.209661201534
"1286","180205_Poo_TruePoo_Full2","Glycerophosphocholine",12158761,66610,182.536571085423
"1287","180205_Poo_TruePoo_Full3","Glycerophosphocholine",9258631,43399,213.337427129657
"1288","180205_Poo_TruePoo_Half1","Glycerophosphocholine",21976988,223347,98.398402485818
"1289","180205_Poo_TruePoo_Half2","Glycerophosphocholine",10509519,0,Inf
"1290","180205_Poo_TruePoo_Half3","Glycerophosphocholine",9786409,0,Inf
"1291","180205_Smp_L1C32DCMless10m_A","Glycerophosphocholine",37148412,803289,46.2453886459294
"1292","180205_Smp_L1C32DCMless10m_B","Glycerophosphocholine",14032744,16741,838.226151364913
"1293","180205_Smp_L1C32DCMless10m_C","Glycerophosphocholine",14353703,153973,93.2222077896774
"1294","180205_Smp_L1C32DCMless20m_A","Glycerophosphocholine",20124266,160831,125.126785259061
"1295","180205_Smp_L1C32DCMless20m_B","Glycerophosphocholine",15438471,0,Inf
"1296","180205_Smp_L1C32DCMless20m_C","Glycerophosphocholine",14143809,0,Inf
"1297","180205_Smp_L1C33DCM_A","Glycerophosphocholine",24283408,9000,2698.15644444444
"1298","180205_Smp_L1C33DCM_B","Glycerophosphocholine",26127964,367872,71.0246063848295
"1299","180205_Smp_L1C33DCM_C","Glycerophosphocholine",16811134,299090,56.2076097495737
"1300","180205_Smp_L1C33DCMplus10m_A","Glycerophosphocholine",63092464,656858,96.0519077182587
"1301","180205_Smp_L1C33DCMplus10m_B","Glycerophosphocholine",27005890,191265,141.196193762581
"1302","180205_Smp_L1C33DCMplus10m_C","Glycerophosphocholine",20275262,193973,104.526207255649
"1303","180205_Smp_L1C33DCMplus20m_A","Glycerophosphocholine",12102294,17782,680.592396805759
"1304","180205_Smp_L1C33DCMplus20m_B","Glycerophosphocholine",11832408,28958,408.605842944955
"1305","180205_Smp_L1C33DCMplus20m_C","Glycerophosphocholine",12194836,0,Inf
"1306","180205_Smp_L2C1DCMless10m_A","Glycerophosphocholine",8919334,0,Inf
"1307","180205_Smp_L2C1DCMless10m_B","Glycerophosphocholine",9835210,0,Inf
"1308","180205_Smp_L2C1DCMless10m_C","Glycerophosphocholine",6940432,0,Inf
"1309","180205_Smp_L2C1DCMless20m_A","Glycerophosphocholine",32609908,308309,105.770211054494
"1310","180205_Smp_L2C1DCMless20m_B","Glycerophosphocholine",11903353,53639,221.91601260277
"1311","180205_Smp_L2C1DCMless20m_C","Glycerophosphocholine",7528550,0,Inf
"1312","180205_Smp_L2C2DCM_A","Glycerophosphocholine",11919929,4080,2921.5512254902
"1313","180205_Smp_L2C2DCM_B","Glycerophosphocholine",12450944,36714,339.133409598518
"1314","180205_Smp_L2C2DCM_C","Glycerophosphocholine",16394540,35714,459.050792406339
"1315","180205_Smp_L2C2DCMplus10m_A","Glycerophosphocholine",28539608,205914,138.599648396904
"1316","180205_Smp_L2C2DCMplus10m_B","Glycerophosphocholine",10885669,0,Inf
"1317","180205_Smp_L2C2DCMplus10m_C","Glycerophosphocholine",7764317,0,Inf
"1318","180205_Smp_L2C2DCMplus20m_A","Glycerophosphocholine",20482976,447436,45.7785605092125
"1319","180205_Smp_L2C2DCMplus20m_B","Glycerophosphocholine",6170452,0,Inf
"1320","180205_Smp_L2C2DCMplus20m_C","Glycerophosphocholine",5375917,0,Inf
"1321","180205_Poo_Sept29QC_1","Glycine",3665672,0,Inf
"1322","180205_Poo_Sept29QC_2","Glycine",1380960,0,Inf
"1323","180205_Poo_Sept29QC_3","Glycine",1571769,0,Inf
"1324","180205_Poo_Sept29QC_4","Glycine",1467280,0,Inf
"1325","180205_Poo_TruePoo_Full1","Glycine",10362153,239774,43.2163328801288
"1326","180205_Poo_TruePoo_Full2","Glycine",3951088,0,Inf
"1327","180205_Poo_TruePoo_Full3","Glycine",4868805,0,Inf
"1328","180205_Poo_TruePoo_Half1","Glycine",5533521,0,Inf
"1329","180205_Poo_TruePoo_Half2","Glycine",2400675,0,Inf
"1330","180205_Poo_TruePoo_Half3","Glycine",2542278,0,Inf
"1331","180205_Smp_L1C32DCMless10m_A","Glycine",12299093,115832,106.180442364804
"1332","180205_Smp_L1C32DCMless10m_B","Glycine",5103029,0,Inf
"1333","180205_Smp_L1C32DCMless10m_C","Glycine",8731043,0,Inf
"1334","180205_Smp_L1C32DCMless20m_A","Glycine",7098797,0,Inf
"1335","180205_Smp_L1C32DCMless20m_B","Glycine",9204904,0,Inf
"1336","180205_Smp_L1C32DCMless20m_C","Glycine",13455238,0,Inf
"1337","180205_Smp_L1C33DCM_A","Glycine",6443858,0,Inf
"1338","180205_Smp_L1C33DCM_B","Glycine",10497382,2532,4145.88546603476
"1339","180205_Smp_L1C33DCM_C","Glycine",4648647,0,Inf
"1340","180205_Smp_L1C33DCMplus10m_A","Glycine",15775831,0,Inf
"1341","180205_Smp_L1C33DCMplus10m_B","Glycine",8104883,0,Inf
"1342","180205_Smp_L1C33DCMplus10m_C","Glycine",9671971,0,Inf
"1343","180205_Smp_L1C33DCMplus20m_A","Glycine",4697577,0,Inf
"1344","180205_Smp_L1C33DCMplus20m_B","Glycine",4045067,0,Inf
"1345","180205_Smp_L1C33DCMplus20m_C","Glycine",4770670,27970,170.563818376832
"1346","180205_Smp_L2C1DCMless10m_A","Glycine",3179107,0,Inf
"1347","180205_Smp_L2C1DCMless10m_B","Glycine",4093889,0,Inf
"1348","180205_Smp_L2C1DCMless10m_C","Glycine",2990701,0,Inf
"1349","180205_Smp_L2C1DCMless20m_A","Glycine",6095904,298556,20.4179584399577
"1350","180205_Smp_L2C1DCMless20m_B","Glycine",2367222,0,Inf
"1351","180205_Smp_L2C1DCMless20m_C","Glycine",1705661,0,Inf
"1352","180205_Smp_L2C2DCM_A","Glycine",4075562,0,Inf
"1353","180205_Smp_L2C2DCM_B","Glycine",6157405,0,Inf
"1354","180205_Smp_L2C2DCM_C","Glycine",4354644,0,Inf
"1355","180205_Smp_L2C2DCMplus10m_A","Glycine",5312085,0,Inf
"1356","180205_Smp_L2C2DCMplus10m_B","Glycine",3767395,0,Inf
"1357","180205_Smp_L2C2DCMplus10m_C","Glycine",2779180,0,Inf
"1358","180205_Smp_L2C2DCMplus20m_A","Glycine",4116550,236859,17.3797491334507
"1359","180205_Smp_L2C2DCMplus20m_B","Glycine",3866544,0,Inf
"1360","180205_Smp_L2C2DCMplus20m_C","Glycine",2420466,0,Inf
"1361","180205_Poo_Sept29QC_1","Guanine",346045664,4031251,85.8407635743842
"1362","180205_Poo_Sept29QC_2","Guanine",109961248,1540936,71.3600357185503
"1363","180205_Poo_Sept29QC_3","Guanine",102740952,1839173,55.8625817147163
"1364","180205_Poo_Sept29QC_4","Guanine",113621144,1769837,64.1986488021213
"1365","180205_Poo_TruePoo_Full1","Guanine",544563456,6353274,85.7138313253922
"1366","180205_Poo_TruePoo_Full2","Guanine",222256336,2227575,99.7750181250912
"1367","180205_Poo_TruePoo_Full3","Guanine",252541920,2884517,87.5508516677142
"1368","180205_Poo_TruePoo_Half1","Guanine",325731712,3184859,102.275080937649
"1369","180205_Poo_TruePoo_Half2","Guanine",113353888,1754690,64.6005208897298
"1370","180205_Poo_TruePoo_Half3","Guanine",106571688,1663025,64.0830342297921
"1371","180205_Smp_L1C32DCMless10m_A","Guanine",381957280,4587082,83.2680296537101
"1372","180205_Smp_L1C32DCMless10m_B","Guanine",209594096,3290492,63.6968866661885
"1373","180205_Smp_L1C32DCMless10m_C","Guanine",240837552,2934776,82.0633506611748
"1374","180205_Smp_L1C32DCMless20m_A","Guanine",434529728,6095942,71.2818015656973
"1375","180205_Smp_L1C32DCMless20m_B","Guanine",232657472,2295112,101.37085771849
"1376","180205_Smp_L1C32DCMless20m_C","Guanine",300755584,4033384,74.5665634613516
"1377","180205_Smp_L1C33DCM_A","Guanine",313121120,3977254,78.7279665819684
"1378","180205_Smp_L1C33DCM_B","Guanine",272077888,2875069,94.6335159260526
"1379","180205_Smp_L1C33DCM_C","Guanine",291318464,3693783,78.8672382757731
"1380","180205_Smp_L1C33DCMplus10m_A","Guanine",514778528,6210930,82.8826806935515
"1381","180205_Smp_L1C33DCMplus10m_B","Guanine",254258912,3319791,76.588831043882
"1382","180205_Smp_L1C33DCMplus10m_C","Guanine",257680480,2452714,105.059326117925
"1383","180205_Smp_L1C33DCMplus20m_A","Guanine",197520320,2909325,67.8921468038119
"1384","180205_Smp_L1C33DCMplus20m_B","Guanine",136545504,2223220,61.4179001628269
"1385","180205_Smp_L1C33DCMplus20m_C","Guanine",151520336,1880975,80.5541466526668
"1386","180205_Smp_L2C1DCMless10m_A","Guanine",216254544,2832437,76.3492864978109
"1387","180205_Smp_L2C1DCMless10m_B","Guanine",241477696,3580475,67.4429219586787
"1388","180205_Smp_L2C1DCMless10m_C","Guanine",218101232,3635760,59.9877967742645
"1389","180205_Smp_L2C1DCMless20m_A","Guanine",496841824,7178801,69.209583048757
"1390","180205_Smp_L2C1DCMless20m_B","Guanine",241904208,3246106,74.5213520445728
"1391","180205_Smp_L2C1DCMless20m_C","Guanine",197360016,2366426,83.4000370178489
"1392","180205_Smp_L2C2DCM_A","Guanine",288409888,3587199,80.3997458741486
"1393","180205_Smp_L2C2DCM_B","Guanine",256745296,4328965,59.3087021955594
"1394","180205_Smp_L2C2DCM_C","Guanine",230873712,3036379,76.0358677227052
"1395","180205_Smp_L2C2DCMplus10m_A","Guanine",479905984,5228723,91.7826367929607
"1396","180205_Smp_L2C2DCMplus10m_B","Guanine",273955616,2424514,112.994033443404
"1397","180205_Smp_L2C2DCMplus10m_C","Guanine",280211072,2786322,100.566650947019
"1398","180205_Smp_L2C2DCMplus20m_A","Guanine",516603008,5357458,96.4268890208752
"1399","180205_Smp_L2C2DCMplus20m_B","Guanine",197653392,2429786,81.3460082492862
"1400","180205_Smp_L2C2DCMplus20m_C","Guanine",216111792,2546190,84.8765378860179
"1401","180205_Poo_Sept29QC_1","Guanosine",958246,0,Inf
"1402","180205_Poo_Sept29QC_2","Guanosine",176498,0,Inf
"1403","180205_Poo_Sept29QC_3","Guanosine",246341,0,Inf
"1404","180205_Poo_Sept29QC_4","Guanosine",185371,0,Inf
"1405","180205_Poo_TruePoo_Full1","Guanosine",2021050,0,Inf
"1406","180205_Poo_TruePoo_Full2","Guanosine",522545,0,Inf
"1407","180205_Poo_TruePoo_Full3","Guanosine",971553,0,Inf
"1408","180205_Poo_TruePoo_Half1","Guanosine",1040430,0,Inf
"1409","180205_Poo_TruePoo_Half2","Guanosine",219197,0,Inf
"1410","180205_Poo_TruePoo_Half3","Guanosine",308223,0,Inf
"1411","180205_Smp_L1C32DCMless10m_A","Guanosine",1512428,0,Inf
"1412","180205_Smp_L1C32DCMless10m_B","Guanosine",544490,0,Inf
"1413","180205_Smp_L1C32DCMless10m_C","Guanosine",835733,0,Inf
"1414","180205_Smp_L1C32DCMless20m_A","Guanosine",795062,0,Inf
"1415","180205_Smp_L1C32DCMless20m_B","Guanosine",937144,0,Inf
"1416","180205_Smp_L1C32DCMless20m_C","Guanosine",1240590,0,Inf
"1417","180205_Smp_L1C33DCM_A","Guanosine",686876,0,Inf
"1418","180205_Smp_L1C33DCM_B","Guanosine",1136807,0,Inf
"1419","180205_Smp_L1C33DCM_C","Guanosine",781354,0,Inf
"1420","180205_Smp_L1C33DCMplus10m_A","Guanosine",2480393,0,Inf
"1421","180205_Smp_L1C33DCMplus10m_B","Guanosine",908390,0,Inf
"1422","180205_Smp_L1C33DCMplus10m_C","Guanosine",826108,0,Inf
"1423","180205_Smp_L1C33DCMplus20m_A","Guanosine",428961,0,Inf
"1424","180205_Smp_L1C33DCMplus20m_B","Guanosine",324562,0,Inf
"1425","180205_Smp_L1C33DCMplus20m_C","Guanosine",616153,0,Inf
"1426","180205_Smp_L2C1DCMless10m_A","Guanosine",690094,0,Inf
"1427","180205_Smp_L2C1DCMless10m_B","Guanosine",861073,0,Inf
"1428","180205_Smp_L2C1DCMless10m_C","Guanosine",958099,0,Inf
"1429","180205_Smp_L2C1DCMless20m_A","Guanosine",2718946,0,Inf
"1430","180205_Smp_L2C1DCMless20m_B","Guanosine",1056327,0,Inf
"1431","180205_Smp_L2C1DCMless20m_C","Guanosine",541041,0,Inf
"1432","180205_Smp_L2C2DCM_A","Guanosine",521298,0,Inf
"1433","180205_Smp_L2C2DCM_B","Guanosine",1123877,0,Inf
"1434","180205_Smp_L2C2DCM_C","Guanosine",752521,0,Inf
"1435","180205_Smp_L2C2DCMplus10m_A","Guanosine",1244013,0,Inf
"1436","180205_Smp_L2C2DCMplus10m_B","Guanosine",498871,0,Inf
"1437","180205_Smp_L2C2DCMplus10m_C","Guanosine",607131,0,Inf
"1438","180205_Smp_L2C2DCMplus20m_A","Guanosine",1036291,0,Inf
"1439","180205_Smp_L2C2DCMplus20m_B","Guanosine",397275,0,Inf
"1440","180205_Smp_L2C2DCMplus20m_C","Guanosine",269071,0,Inf
"1441","180205_Poo_Sept29QC_1","L-Histidine",9548375,146400,65.2211407103825
"1442","180205_Poo_Sept29QC_2","L-Histidine",1865065,12252,152.225350963108
"1443","180205_Poo_Sept29QC_3","L-Histidine",1521020,0,Inf
"1444","180205_Poo_Sept29QC_4","L-Histidine",2084621,0,Inf
"1445","180205_Poo_TruePoo_Full1","L-Histidine",11818299,0,Inf
"1446","180205_Poo_TruePoo_Full2","L-Histidine",2395284,0,Inf
"1447","180205_Poo_TruePoo_Full3","L-Histidine",778495,362011,2.15047332815854
"1448","180205_Poo_TruePoo_Half1","L-Histidine",7927174,0,Inf
"1449","180205_Poo_TruePoo_Half2","L-Histidine",1926747,0,Inf
"1450","180205_Poo_TruePoo_Half3","L-Histidine",1398637,0,Inf
"1451","180205_Smp_L1C32DCMless10m_A","L-Histidine",11093210,0,Inf
"1452","180205_Smp_L1C32DCMless10m_B","L-Histidine",2335669,0,Inf
"1453","180205_Smp_L1C32DCMless10m_C","L-Histidine",1480470,417412,3.54678351365078
"1454","180205_Smp_L1C32DCMless20m_A","L-Histidine",3181953,19522,162.993187173445
"1455","180205_Smp_L1C32DCMless20m_B","L-Histidine",4578528,834315,5.48776900810845
"1456","180205_Smp_L1C32DCMless20m_C","L-Histidine",2101451,385379,5.45294632037553
"1457","180205_Smp_L1C33DCM_A","L-Histidine",2966066,24372,121.699737403578
"1458","180205_Smp_L1C33DCM_B","L-Histidine",4138254,587211,7.04730326918263
"1459","180205_Smp_L1C33DCM_C","L-Histidine",1002838,176249,5.68989327599022
"1460","180205_Smp_L1C33DCMplus10m_A","L-Histidine",13933564,96197,144.844059586058
"1461","180205_Smp_L1C33DCMplus10m_B","L-Histidine",1969483,477017,4.12874803204079
"1462","180205_Smp_L1C33DCMplus10m_C","L-Histidine",1282048,327608,3.91335986911187
"1463","180205_Smp_L1C33DCMplus20m_A","L-Histidine",3453681,11378,303.540253120056
"1464","180205_Smp_L1C33DCMplus20m_B","L-Histidine",1554838,0,Inf
"1465","180205_Smp_L1C33DCMplus20m_C","L-Histidine",1574370,179980,8.74747194132681
"1466","180205_Smp_L2C1DCMless10m_A","L-Histidine",2809822,0,Inf
"1467","180205_Smp_L2C1DCMless10m_B","L-Histidine",1978409,0,Inf
"1468","180205_Smp_L2C1DCMless10m_C","L-Histidine",786011,216286,3.63412796020085
"1469","180205_Smp_L2C1DCMless20m_A","L-Histidine",8416991,69877,120.454384132118
"1470","180205_Smp_L2C1DCMless20m_B","L-Histidine",1160796,0,Inf
"1471","180205_Smp_L2C1DCMless20m_C","L-Histidine",938649,3360,279.359821428571
"1472","180205_Smp_L2C2DCM_A","L-Histidine",2424168,0,Inf
"1473","180205_Smp_L2C2DCM_B","L-Histidine",4245810,592375,7.16743616796793
"1474","180205_Smp_L2C2DCM_C","L-Histidine",918927,1051371,0.874027341442745
"1475","180205_Smp_L2C2DCMplus10m_A","L-Histidine",7125812,0,Inf
"1476","180205_Smp_L2C2DCMplus10m_B","L-Histidine",1935357,322208,6.00654546131691
"1477","180205_Smp_L2C2DCMplus10m_C","L-Histidine",979525,538318,1.81960291129035
"1478","180205_Smp_L2C2DCMplus20m_A","L-Histidine",7537485,0,Inf
"1479","180205_Smp_L2C2DCMplus20m_B","L-Histidine",2087801,390949,5.34034106750497
"1480","180205_Smp_L2C2DCMplus20m_C","L-Histidine",317434,745176,0.425985270593793
"1481","180205_Poo_Sept29QC_1","Homarine",602382528,8355204,72.0966870467795
"1482","180205_Poo_Sept29QC_2","Homarine",522394720,7332676,71.2420295128272
"1483","180205_Poo_Sept29QC_3","Homarine",543779392,7805622,69.6650942103012
"1484","180205_Poo_Sept29QC_4","Homarine",529116448,6763135,78.2353816684127
"1485","180205_Poo_TruePoo_Full1","Homarine",680144576,6750926,100.748338227971
"1486","180205_Poo_TruePoo_Full2","Homarine",661225728,7219960,91.5830181884664
"1487","180205_Poo_TruePoo_Full3","Homarine",708699200,8166798,86.7780983440511
"1488","180205_Poo_TruePoo_Half1","Homarine",366281472,5384651,68.0232520176331
"1489","180205_Poo_TruePoo_Half2","Homarine",329328896,4589775,71.7527321056043
"1490","180205_Poo_TruePoo_Half3","Homarine",335262112,4933990,67.949491587944
"1491","180205_Smp_L1C32DCMless10m_A","Homarine",1068752512,14418450,74.1239531294973
"1492","180205_Smp_L1C32DCMless10m_B","Homarine",1059265088,10402186,101.831008213081
"1493","180205_Smp_L1C32DCMless10m_C","Homarine",1072004160,12918356,82.983017343693
"1494","180205_Smp_L1C32DCMless20m_A","Homarine",937875328,10515670,89.1883568046544
"1495","180205_Smp_L1C32DCMless20m_B","Homarine",3077044480,31753398,96.9044157100919
"1496","180205_Smp_L1C32DCMless20m_C","Homarine",1299922048,15820762,82.1655776125069
"1497","180205_Smp_L1C33DCM_A","Homarine",1082672256,14305533,75.6820634365738
"1498","180205_Smp_L1C33DCM_B","Homarine",1962578048,22138962,88.6481510741109
"1499","180205_Smp_L1C33DCM_C","Homarine",909840000,12563613,72.4186585498933
"1500","180205_Smp_L1C33DCMplus10m_A","Homarine",1060716608,10665540,99.4526866900316
"1501","180205_Smp_L1C33DCMplus10m_B","Homarine",1162948736,10713869,108.546103746462
"1502","180205_Smp_L1C33DCMplus10m_C","Homarine",1184259456,14381220,82.3476350406989
"1503","180205_Smp_L1C33DCMplus20m_A","Homarine",1155757824,15603733,74.0693155926213
"1504","180205_Smp_L1C33DCMplus20m_B","Homarine",640995200,6680996,95.9430599868642
"1505","180205_Smp_L1C33DCMplus20m_C","Homarine",628396480,5592079,112.37260417816
"1506","180205_Smp_L2C1DCMless10m_A","Homarine",531573280,5792188,91.7741758382152
"1507","180205_Smp_L2C1DCMless10m_B","Homarine",332528512,4756307,69.9131725517297
"1508","180205_Smp_L2C1DCMless10m_C","Homarine",329539104,3947603,83.4782788441492
"1509","180205_Smp_L2C1DCMless20m_A","Homarine",321331552,4389260,73.2085937037223
"1510","180205_Smp_L2C1DCMless20m_B","Homarine",403385920,5295205,76.179471805152
"1511","180205_Smp_L2C1DCMless20m_C","Homarine",228569632,3856078,59.2751578157911
"1512","180205_Smp_L2C2DCM_A","Homarine",283915904,3745632,75.7991986399091
"1513","180205_Smp_L2C2DCM_B","Homarine",600961024,5955875,100.902222427435
"1514","180205_Smp_L2C2DCM_C","Homarine",443333600,5314228,83.4238952487548
"1515","180205_Smp_L2C2DCMplus10m_A","Homarine",283084832,3951192,71.645425481728
"1516","180205_Smp_L2C2DCMplus10m_B","Homarine",274426304,3869017,70.9292060489783
"1517","180205_Smp_L2C2DCMplus10m_C","Homarine",554604416,7055953,78.6009226535381
"1518","180205_Smp_L2C2DCMplus20m_A","Homarine",186543408,3437665,54.2645685370739
"1519","180205_Smp_L2C2DCMplus20m_B","Homarine",374831584,5105359,73.419241232595
"1520","180205_Smp_L2C2DCMplus20m_C","Homarine",192500752,3770680,51.051999108914
"1521","180205_Poo_Sept29QC_1","Homocysteine thiolactone",NA,NA,NA
"1522","180205_Poo_Sept29QC_2","Homocysteine thiolactone",14239,0,Inf
"1523","180205_Poo_Sept29QC_3","Homocysteine thiolactone",5937,0,Inf
"1524","180205_Poo_Sept29QC_4","Homocysteine thiolactone",8019,0,Inf
"1525","180205_Poo_TruePoo_Full1","Homocysteine thiolactone",4349,0,Inf
"1526","180205_Poo_TruePoo_Full2","Homocysteine thiolactone",NA,NA,NA
"1527","180205_Poo_TruePoo_Full3","Homocysteine thiolactone",43643,0,Inf
"1528","180205_Poo_TruePoo_Half1","Homocysteine thiolactone",NA,NA,NA
"1529","180205_Poo_TruePoo_Half2","Homocysteine thiolactone",NA,NA,NA
"1530","180205_Poo_TruePoo_Half3","Homocysteine thiolactone",5706,0,Inf
"1531","180205_Smp_L1C32DCMless10m_A","Homocysteine thiolactone",5258,0,Inf
"1532","180205_Smp_L1C32DCMless10m_B","Homocysteine thiolactone",6867,0,Inf
"1533","180205_Smp_L1C32DCMless10m_C","Homocysteine thiolactone",6745,0,Inf
"1534","180205_Smp_L1C32DCMless20m_A","Homocysteine thiolactone",4079,0,Inf
"1535","180205_Smp_L1C32DCMless20m_B","Homocysteine thiolactone",6079,0,Inf
"1536","180205_Smp_L1C32DCMless20m_C","Homocysteine thiolactone",29153,0,Inf
"1537","180205_Smp_L1C33DCM_A","Homocysteine thiolactone",38805,0,Inf
"1538","180205_Smp_L1C33DCM_B","Homocysteine thiolactone",7197,0,Inf
"1539","180205_Smp_L1C33DCM_C","Homocysteine thiolactone",NA,NA,NA
"1540","180205_Smp_L1C33DCMplus10m_A","Homocysteine thiolactone",5841,0,Inf
"1541","180205_Smp_L1C33DCMplus10m_B","Homocysteine thiolactone",5794,0,Inf
"1542","180205_Smp_L1C33DCMplus10m_C","Homocysteine thiolactone",55335,0,Inf
"1543","180205_Smp_L1C33DCMplus20m_A","Homocysteine thiolactone",85910,0,Inf
"1544","180205_Smp_L1C33DCMplus20m_B","Homocysteine thiolactone",59360,0,Inf
"1545","180205_Smp_L1C33DCMplus20m_C","Homocysteine thiolactone",NA,NA,NA
"1546","180205_Smp_L2C1DCMless10m_A","Homocysteine thiolactone",9644,0,Inf
"1547","180205_Smp_L2C1DCMless10m_B","Homocysteine thiolactone",6341,0,Inf
"1548","180205_Smp_L2C1DCMless10m_C","Homocysteine thiolactone",3781,0,Inf
"1549","180205_Smp_L2C1DCMless20m_A","Homocysteine thiolactone",4151,0,Inf
"1550","180205_Smp_L2C1DCMless20m_B","Homocysteine thiolactone",4305,0,Inf
"1551","180205_Smp_L2C1DCMless20m_C","Homocysteine thiolactone",5893,0,Inf
"1552","180205_Smp_L2C2DCM_A","Homocysteine thiolactone",33816,0,Inf
"1553","180205_Smp_L2C2DCM_B","Homocysteine thiolactone",86680,0,Inf
"1554","180205_Smp_L2C2DCM_C","Homocysteine thiolactone",50253,0,Inf
"1555","180205_Smp_L2C2DCMplus10m_A","Homocysteine thiolactone",23974,0,Inf
"1556","180205_Smp_L2C2DCMplus10m_B","Homocysteine thiolactone",6577,0,Inf
"1557","180205_Smp_L2C2DCMplus10m_C","Homocysteine thiolactone",6948,0,Inf
"1558","180205_Smp_L2C2DCMplus20m_A","Homocysteine thiolactone",NA,NA,NA
"1559","180205_Smp_L2C2DCMplus20m_B","Homocysteine thiolactone",6431,0,Inf
"1560","180205_Smp_L2C2DCMplus20m_C","Homocysteine thiolactone",6108,0,Inf
"1561","180205_Poo_Sept29QC_1","L-Homocystine",5250,0,Inf
"1562","180205_Poo_Sept29QC_2","L-Homocystine",7236,0,Inf
"1563","180205_Poo_Sept29QC_3","L-Homocystine",4603,0,Inf
"1564","180205_Poo_Sept29QC_4","L-Homocystine",7649,0,Inf
"1565","180205_Poo_TruePoo_Full1","L-Homocystine",4267,0,Inf
"1566","180205_Poo_TruePoo_Full2","L-Homocystine",6434,0,Inf
"1567","180205_Poo_TruePoo_Full3","L-Homocystine",6856,0,Inf
"1568","180205_Poo_TruePoo_Half1","L-Homocystine",10744,0,Inf
"1569","180205_Poo_TruePoo_Half2","L-Homocystine",NA,NA,NA
"1570","180205_Poo_TruePoo_Half3","L-Homocystine",5902,0,Inf
"1571","180205_Smp_L1C32DCMless10m_A","L-Homocystine",4495,0,Inf
"1572","180205_Smp_L1C32DCMless10m_B","L-Homocystine",7786,0,Inf
"1573","180205_Smp_L1C32DCMless10m_C","L-Homocystine",4519,0,Inf
"1574","180205_Smp_L1C32DCMless20m_A","L-Homocystine",7015,0,Inf
"1575","180205_Smp_L1C32DCMless20m_B","L-Homocystine",NA,NA,NA
"1576","180205_Smp_L1C32DCMless20m_C","L-Homocystine",NA,NA,NA
"1577","180205_Smp_L1C33DCM_A","L-Homocystine",8365,0,Inf
"1578","180205_Smp_L1C33DCM_B","L-Homocystine",NA,NA,NA
"1579","180205_Smp_L1C33DCM_C","L-Homocystine",6365,0,Inf
"1580","180205_Smp_L1C33DCMplus10m_A","L-Homocystine",NA,NA,NA
"1581","180205_Smp_L1C33DCMplus10m_B","L-Homocystine",NA,NA,NA
"1582","180205_Smp_L1C33DCMplus10m_C","L-Homocystine",NA,NA,NA
"1583","180205_Smp_L1C33DCMplus20m_A","L-Homocystine",8224,0,Inf
"1584","180205_Smp_L1C33DCMplus20m_B","L-Homocystine",NA,NA,NA
"1585","180205_Smp_L1C33DCMplus20m_C","L-Homocystine",8366,0,Inf
"1586","180205_Smp_L2C1DCMless10m_A","L-Homocystine",8137,0,Inf
"1587","180205_Smp_L2C1DCMless10m_B","L-Homocystine",NA,NA,NA
"1588","180205_Smp_L2C1DCMless10m_C","L-Homocystine",NA,NA,NA
"1589","180205_Smp_L2C1DCMless20m_A","L-Homocystine",11186,0,Inf
"1590","180205_Smp_L2C1DCMless20m_B","L-Homocystine",NA,NA,NA
"1591","180205_Smp_L2C1DCMless20m_C","L-Homocystine",4119,0,Inf
"1592","180205_Smp_L2C2DCM_A","L-Homocystine",8774,0,Inf
"1593","180205_Smp_L2C2DCM_B","L-Homocystine",NA,NA,NA
"1594","180205_Smp_L2C2DCM_C","L-Homocystine",6338,0,Inf
"1595","180205_Smp_L2C2DCMplus10m_A","L-Homocystine",4664,0,Inf
"1596","180205_Smp_L2C2DCMplus10m_B","L-Homocystine",NA,NA,NA
"1597","180205_Smp_L2C2DCMplus10m_C","L-Homocystine",NA,NA,NA
"1598","180205_Smp_L2C2DCMplus20m_A","L-Homocystine",686492,0,Inf
"1599","180205_Smp_L2C2DCMplus20m_B","L-Homocystine",NA,NA,NA
"1600","180205_Smp_L2C2DCMplus20m_C","L-Homocystine",NA,NA,NA
"1601","180205_Poo_Sept29QC_1","L-Homoserine",1464349,322535,4.54012432759235
"1602","180205_Poo_Sept29QC_2","L-Homoserine",677185,0,Inf
"1603","180205_Poo_Sept29QC_3","L-Homoserine",289245,159248,1.81631794433839
"1604","180205_Poo_Sept29QC_4","L-Homoserine",300090,401457,0.747502223152168
"1605","180205_Poo_TruePoo_Full1","L-Homoserine",1907527,706946,2.69826408240516
"1606","180205_Poo_TruePoo_Full2","L-Homoserine",1275715,0,Inf
"1607","180205_Poo_TruePoo_Full3","L-Homoserine",951720,0,Inf
"1608","180205_Poo_TruePoo_Half1","L-Homoserine",1012086,191155,5.29458293008292
"1609","180205_Poo_TruePoo_Half2","L-Homoserine",612983,0,Inf
"1610","180205_Poo_TruePoo_Half3","L-Homoserine",563988,0,Inf
"1611","180205_Smp_L1C32DCMless10m_A","L-Homoserine",1308017,1010971,1.29382247364168
