"","Replicate.Name","Precursor.Ion.Name","Height"
"1198","180205_Smp_L2C2DCMplus20m_A","L-Glutamic acid",2424137
"1199","180205_Smp_L2C2DCMplus20m_B","L-Glutamic acid",838682
"1200","180205_Smp_L2C2DCMplus20m_C","L-Glutamic acid",713732
"1201","180205_Poo_Sept29QC_1","L-Glutamine",7270697
"1202","180205_Poo_Sept29QC_2","L-Glutamine",2046734
"1203","180205_Poo_Sept29QC_3","L-Glutamine",2319899
"1204","180205_Poo_Sept29QC_4","L-Glutamine",1958910
"1205","180205_Poo_TruePoo_Full1","L-Glutamine",3399485
"1206","180205_Poo_TruePoo_Full2","L-Glutamine",1253973
"1207","180205_Poo_TruePoo_Full3","L-Glutamine",1547668
"1208","180205_Poo_TruePoo_Half1","L-Glutamine",1992989
"1209","180205_Poo_TruePoo_Half2","L-Glutamine",761013
"1210","180205_Poo_TruePoo_Half3","L-Glutamine",810782
"1211","180205_Smp_L1C32DCMless10m_A","L-Glutamine",2991882
"1212","180205_Smp_L1C32DCMless10m_B","L-Glutamine",1697716
"1213","180205_Smp_L1C32DCMless10m_C","L-Glutamine",2180986
"1214","180205_Smp_L1C32DCMless20m_A","L-Glutamine",2268717
"1215","180205_Smp_L1C32DCMless20m_B","L-Glutamine",2836746
"1216","180205_Smp_L1C32DCMless20m_C","L-Glutamine",3140148
"1217","180205_Smp_L1C33DCM_A","L-Glutamine",1179780
"1218","180205_Smp_L1C33DCM_B","L-Glutamine",1834339
"1219","180205_Smp_L1C33DCM_C","L-Glutamine",1489409
"1220","180205_Smp_L1C33DCMplus10m_A","L-Glutamine",2810647
"1221","180205_Smp_L1C33DCMplus10m_B","L-Glutamine",1150912
"1222","180205_Smp_L1C33DCMplus10m_C","L-Glutamine",1691649
"1223","180205_Smp_L1C33DCMplus20m_A","L-Glutamine",879726
"1224","180205_Smp_L1C33DCMplus20m_B","L-Glutamine",866229
"1225","180205_Smp_L1C33DCMplus20m_C","L-Glutamine",1159437
"1226","180205_Smp_L2C1DCMless10m_A","L-Glutamine",1306820
"1227","180205_Smp_L2C1DCMless10m_B","L-Glutamine",1497156
"1228","180205_Smp_L2C1DCMless10m_C","L-Glutamine",1570586
"1229","180205_Smp_L2C1DCMless20m_A","L-Glutamine",7246036
"1230","180205_Smp_L2C1DCMless20m_B","L-Glutamine",2542309
"1231","180205_Smp_L2C1DCMless20m_C","L-Glutamine",2094596
"1232","180205_Smp_L2C2DCM_A","L-Glutamine",769171
"1233","180205_Smp_L2C2DCM_B","L-Glutamine",1555548
"1234","180205_Smp_L2C2DCM_C","L-Glutamine",1082201
"1235","180205_Smp_L2C2DCMplus10m_A","L-Glutamine",1582567
"1236","180205_Smp_L2C2DCMplus10m_B","L-Glutamine",950901
"1237","180205_Smp_L2C2DCMplus10m_C","L-Glutamine",987067
"1238","180205_Smp_L2C2DCMplus20m_A","L-Glutamine",1377937
"1239","180205_Smp_L2C2DCMplus20m_B","L-Glutamine",704847
"1240","180205_Smp_L2C2DCMplus20m_C","L-Glutamine",556085
"1241","180205_Poo_Sept29QC_1","Glutathione",24527
"1242","180205_Poo_Sept29QC_2","Glutathione",7213
"1243","180205_Poo_Sept29QC_3","Glutathione",7053
"1244","180205_Poo_Sept29QC_4","Glutathione",8462
"1245","180205_Poo_TruePoo_Full1","Glutathione",3395
"1246","180205_Poo_TruePoo_Full2","Glutathione",5973
"1247","180205_Poo_TruePoo_Full3","Glutathione",8816
"1248","180205_Poo_TruePoo_Half1","Glutathione",9559
"1249","180205_Poo_TruePoo_Half2","Glutathione",6491
"1250","180205_Poo_TruePoo_Half3","Glutathione",6925
"1251","180205_Smp_L1C32DCMless10m_A","Glutathione",9176
"1252","180205_Smp_L1C32DCMless10m_B","Glutathione",7540
"1253","180205_Smp_L1C32DCMless10m_C","Glutathione",5956
"1254","180205_Smp_L1C32DCMless20m_A","Glutathione",3935
"1255","180205_Smp_L1C32DCMless20m_B","Glutathione",8439
"1256","180205_Smp_L1C32DCMless20m_C","Glutathione",5986
"1257","180205_Smp_L1C33DCM_A","Glutathione",5445
"1258","180205_Smp_L1C33DCM_B","Glutathione",0
"1259","180205_Smp_L1C33DCM_C","Glutathione",5975
"1260","180205_Smp_L1C33DCMplus10m_A","Glutathione",13757
"1261","180205_Smp_L1C33DCMplus10m_B","Glutathione",8769
"1262","180205_Smp_L1C33DCMplus10m_C","Glutathione",4713
"1263","180205_Smp_L1C33DCMplus20m_A","Glutathione",9443
"1264","180205_Smp_L1C33DCMplus20m_B","Glutathione",NA
"1265","180205_Smp_L1C33DCMplus20m_C","Glutathione",9251
"1266","180205_Smp_L2C1DCMless10m_A","Glutathione",6830
"1267","180205_Smp_L2C1DCMless10m_B","Glutathione",10447
"1268","180205_Smp_L2C1DCMless10m_C","Glutathione",8566
"1269","180205_Smp_L2C1DCMless20m_A","Glutathione",14692
"1270","180205_Smp_L2C1DCMless20m_B","Glutathione",NA
"1271","180205_Smp_L2C1DCMless20m_C","Glutathione",8583
"1272","180205_Smp_L2C2DCM_A","Glutathione",5909
"1273","180205_Smp_L2C2DCM_B","Glutathione",5912
"1274","180205_Smp_L2C2DCM_C","Glutathione",5767
"1275","180205_Smp_L2C2DCMplus10m_A","Glutathione",5736
"1276","180205_Smp_L2C2DCMplus10m_B","Glutathione",7119
"1277","180205_Smp_L2C2DCMplus10m_C","Glutathione",6887
"1278","180205_Smp_L2C2DCMplus20m_A","Glutathione",12765
"1279","180205_Smp_L2C2DCMplus20m_B","Glutathione",NA
"1280","180205_Smp_L2C2DCMplus20m_C","Glutathione",NA
"1281","180205_Poo_Sept29QC_1","Glycerophosphocholine",3164758
"1282","180205_Poo_Sept29QC_2","Glycerophosphocholine",1153475
"1283","180205_Poo_Sept29QC_3","Glycerophosphocholine",964958
"1284","180205_Poo_Sept29QC_4","Glycerophosphocholine",1066513
"1285","180205_Poo_TruePoo_Full1","Glycerophosphocholine",3692482
"1286","180205_Poo_TruePoo_Full2","Glycerophosphocholine",1238231
"1287","180205_Poo_TruePoo_Full3","Glycerophosphocholine",975968
"1288","180205_Poo_TruePoo_Half1","Glycerophosphocholine",1558846
"1289","180205_Poo_TruePoo_Half2","Glycerophosphocholine",745003
"1290","180205_Poo_TruePoo_Half3","Glycerophosphocholine",723285
"1291","180205_Smp_L1C32DCMless10m_A","Glycerophosphocholine",3976540
"1292","180205_Smp_L1C32DCMless10m_B","Glycerophosphocholine",1413847
"1293","180205_Smp_L1C32DCMless10m_C","Glycerophosphocholine",1381923
"1294","180205_Smp_L1C32DCMless20m_A","Glycerophosphocholine",1896133
"1295","180205_Smp_L1C32DCMless20m_B","Glycerophosphocholine",1584361
"1296","180205_Smp_L1C32DCMless20m_C","Glycerophosphocholine",1437019
"1297","180205_Smp_L1C33DCM_A","Glycerophosphocholine",2262443
"1298","180205_Smp_L1C33DCM_B","Glycerophosphocholine",2562228
"1299","180205_Smp_L1C33DCM_C","Glycerophosphocholine",1714036
"1300","180205_Smp_L1C33DCMplus10m_A","Glycerophosphocholine",5591561
"1301","180205_Smp_L1C33DCMplus10m_B","Glycerophosphocholine",2486146
"1302","180205_Smp_L1C33DCMplus10m_C","Glycerophosphocholine",2048032
"1303","180205_Smp_L1C33DCMplus20m_A","Glycerophosphocholine",1198831
"1304","180205_Smp_L1C33DCMplus20m_B","Glycerophosphocholine",1222846
"1305","180205_Smp_L1C33DCMplus20m_C","Glycerophosphocholine",1241031
"1306","180205_Smp_L2C1DCMless10m_A","Glycerophosphocholine",852526
"1307","180205_Smp_L2C1DCMless10m_B","Glycerophosphocholine",868332
"1308","180205_Smp_L2C1DCMless10m_C","Glycerophosphocholine",731731
"1309","180205_Smp_L2C1DCMless20m_A","Glycerophosphocholine",2698821
"1310","180205_Smp_L2C1DCMless20m_B","Glycerophosphocholine",1047063
"1311","180205_Smp_L2C1DCMless20m_C","Glycerophosphocholine",740561
"1312","180205_Smp_L2C2DCM_A","Glycerophosphocholine",1093128
"1313","180205_Smp_L2C2DCM_B","Glycerophosphocholine",1179733
"1314","180205_Smp_L2C2DCM_C","Glycerophosphocholine",1496338
"1315","180205_Smp_L2C2DCMplus10m_A","Glycerophosphocholine",2908759
"1316","180205_Smp_L2C2DCMplus10m_B","Glycerophosphocholine",979177
"1317","180205_Smp_L2C2DCMplus10m_C","Glycerophosphocholine",723479
"1318","180205_Smp_L2C2DCMplus20m_A","Glycerophosphocholine",2258364
"1319","180205_Smp_L2C2DCMplus20m_B","Glycerophosphocholine",565610
"1320","180205_Smp_L2C2DCMplus20m_C","Glycerophosphocholine",394330
"1321","180205_Poo_Sept29QC_1","Glycine",167082
"1322","180205_Poo_Sept29QC_2","Glycine",59285
"1323","180205_Poo_Sept29QC_3","Glycine",65884
"1324","180205_Poo_Sept29QC_4","Glycine",59181
"1325","180205_Poo_TruePoo_Full1","Glycine",469004
"1326","180205_Poo_TruePoo_Full2","Glycine",161820
"1327","180205_Poo_TruePoo_Full3","Glycine",187819
"1328","180205_Poo_TruePoo_Half1","Glycine",265569
"1329","180205_Poo_TruePoo_Half2","Glycine",122456
"1330","180205_Poo_TruePoo_Half3","Glycine",127990
"1331","180205_Smp_L1C32DCMless10m_A","Glycine",486334
"1332","180205_Smp_L1C32DCMless10m_B","Glycine",207251
"1333","180205_Smp_L1C32DCMless10m_C","Glycine",402102
"1334","180205_Smp_L1C32DCMless20m_A","Glycine",262059
"1335","180205_Smp_L1C32DCMless20m_B","Glycine",370148
"1336","180205_Smp_L1C32DCMless20m_C","Glycine",530246
"1337","180205_Smp_L1C33DCM_A","Glycine",254355
"1338","180205_Smp_L1C33DCM_B","Glycine",438731
"1339","180205_Smp_L1C33DCM_C","Glycine",188837
"1340","180205_Smp_L1C33DCMplus10m_A","Glycine",706084
"1341","180205_Smp_L1C33DCMplus10m_B","Glycine",309367
"1342","180205_Smp_L1C33DCMplus10m_C","Glycine",402046
"1343","180205_Smp_L1C33DCMplus20m_A","Glycine",202752
"1344","180205_Smp_L1C33DCMplus20m_B","Glycine",178888
"1345","180205_Smp_L1C33DCMplus20m_C","Glycine",227010
"1346","180205_Smp_L2C1DCMless10m_A","Glycine",130679
"1347","180205_Smp_L2C1DCMless10m_B","Glycine",163040
"1348","180205_Smp_L2C1DCMless10m_C","Glycine",119853
"1349","180205_Smp_L2C1DCMless20m_A","Glycine",248072
"1350","180205_Smp_L2C1DCMless20m_B","Glycine",95205
"1351","180205_Smp_L2C1DCMless20m_C","Glycine",78643
"1352","180205_Smp_L2C2DCM_A","Glycine",155130
"1353","180205_Smp_L2C2DCM_B","Glycine",236660
"1354","180205_Smp_L2C2DCM_C","Glycine",181929
"1355","180205_Smp_L2C2DCMplus10m_A","Glycine",209345
"1356","180205_Smp_L2C2DCMplus10m_B","Glycine",170749
"1357","180205_Smp_L2C2DCMplus10m_C","Glycine",145121
"1358","180205_Smp_L2C2DCMplus20m_A","Glycine",175365
"1359","180205_Smp_L2C2DCMplus20m_B","Glycine",152960
"1360","180205_Smp_L2C2DCMplus20m_C","Glycine",115541
"1361","180205_Poo_Sept29QC_1","Guanine",22167882
"1362","180205_Poo_Sept29QC_2","Guanine",7066733
"1363","180205_Poo_Sept29QC_3","Guanine",6045875
"1364","180205_Poo_Sept29QC_4","Guanine",7696545
"1365","180205_Poo_TruePoo_Full1","Guanine",32548702
"1366","180205_Poo_TruePoo_Full2","Guanine",13795066
"1367","180205_Poo_TruePoo_Full3","Guanine",14313421
"1368","180205_Poo_TruePoo_Half1","Guanine",18835294
"1369","180205_Poo_TruePoo_Half2","Guanine",7437615
"1370","180205_Poo_TruePoo_Half3","Guanine",6040680
"1371","180205_Smp_L1C32DCMless10m_A","Guanine",20546986
"1372","180205_Smp_L1C32DCMless10m_B","Guanine",13180163
"1373","180205_Smp_L1C32DCMless10m_C","Guanine",14810164
"1374","180205_Smp_L1C32DCMless20m_A","Guanine",25801142
"1375","180205_Smp_L1C32DCMless20m_B","Guanine",12654990
"1376","180205_Smp_L1C32DCMless20m_C","Guanine",18138612
"1377","180205_Smp_L1C33DCM_A","Guanine",21374256
"1378","180205_Smp_L1C33DCM_B","Guanine",17546432
"1379","180205_Smp_L1C33DCM_C","Guanine",17914370
"1380","180205_Smp_L1C33DCMplus10m_A","Guanine",27828192
"1381","180205_Smp_L1C33DCMplus10m_B","Guanine",14299489
"1382","180205_Smp_L1C33DCMplus10m_C","Guanine",15042125
"1383","180205_Smp_L1C33DCMplus20m_A","Guanine",12575729
"1384","180205_Smp_L1C33DCMplus20m_B","Guanine",8040172
"1385","180205_Smp_L1C33DCMplus20m_C","Guanine",8466862
"1386","180205_Smp_L2C1DCMless10m_A","Guanine",14368978
"1387","180205_Smp_L2C1DCMless10m_B","Guanine",15635403
"1388","180205_Smp_L2C1DCMless10m_C","Guanine",13345661
"1389","180205_Smp_L2C1DCMless20m_A","Guanine",30063330
"1390","180205_Smp_L2C1DCMless20m_B","Guanine",15640081
"1391","180205_Smp_L2C1DCMless20m_C","Guanine",11914370
"1392","180205_Smp_L2C2DCM_A","Guanine",17695648
"1393","180205_Smp_L2C2DCM_B","Guanine",14763920
"1394","180205_Smp_L2C2DCM_C","Guanine",13614480
"1395","180205_Smp_L2C2DCMplus10m_A","Guanine",26327890
"1396","180205_Smp_L2C2DCMplus10m_B","Guanine",18965706
"1397","180205_Smp_L2C2DCMplus10m_C","Guanine",16622822
"1398","180205_Smp_L2C2DCMplus20m_A","Guanine",31875172
"1399","180205_Smp_L2C2DCMplus20m_B","Guanine",11762549
"1400","180205_Smp_L2C2DCMplus20m_C","Guanine",12372987
"1401","180205_Poo_Sept29QC_1","Guanosine",61919
"1402","180205_Poo_Sept29QC_2","Guanosine",20981
"1403","180205_Poo_Sept29QC_3","Guanosine",20521
"1404","180205_Poo_Sept29QC_4","Guanosine",18141
"1405","180205_Poo_TruePoo_Full1","Guanosine",133675
"1406","180205_Poo_TruePoo_Full2","Guanosine",48982
"1407","180205_Poo_TruePoo_Full3","Guanosine",66268
"1408","180205_Poo_TruePoo_Half1","Guanosine",71101
"1409","180205_Poo_TruePoo_Half2","Guanosine",24186
"1410","180205_Poo_TruePoo_Half3","Guanosine",21418
"1411","180205_Smp_L1C32DCMless10m_A","Guanosine",92342
"1412","180205_Smp_L1C32DCMless10m_B","Guanosine",39866
"1413","180205_Smp_L1C32DCMless10m_C","Guanosine",60052
"1414","180205_Smp_L1C32DCMless20m_A","Guanosine",44346
"1415","180205_Smp_L1C32DCMless20m_B","Guanosine",61753
"1416","180205_Smp_L1C32DCMless20m_C","Guanosine",84526
"1417","180205_Smp_L1C33DCM_A","Guanosine",50810
"1418","180205_Smp_L1C33DCM_B","Guanosine",71475
"1419","180205_Smp_L1C33DCM_C","Guanosine",54895
"1420","180205_Smp_L1C33DCMplus10m_A","Guanosine",158287
"1421","180205_Smp_L1C33DCMplus10m_B","Guanosine",60003
"1422","180205_Smp_L1C33DCMplus10m_C","Guanosine",52952
"1423","180205_Smp_L1C33DCMplus20m_A","Guanosine",33788
"1424","180205_Smp_L1C33DCMplus20m_B","Guanosine",33174
"1425","180205_Smp_L1C33DCMplus20m_C","Guanosine",43925
"1426","180205_Smp_L2C1DCMless10m_A","Guanosine",49430
"1427","180205_Smp_L2C1DCMless10m_B","Guanosine",55919
"1428","180205_Smp_L2C1DCMless10m_C","Guanosine",65253
"1429","180205_Smp_L2C1DCMless20m_A","Guanosine",178991
"1430","180205_Smp_L2C1DCMless20m_B","Guanosine",79791
"1431","180205_Smp_L2C1DCMless20m_C","Guanosine",38488
"1432","180205_Smp_L2C2DCM_A","Guanosine",30194
"1433","180205_Smp_L2C2DCM_B","Guanosine",73478
"1434","180205_Smp_L2C2DCM_C","Guanosine",46374
"1435","180205_Smp_L2C2DCMplus10m_A","Guanosine",85685
"1436","180205_Smp_L2C2DCMplus10m_B","Guanosine",34848
"1437","180205_Smp_L2C2DCMplus10m_C","Guanosine",39439
"1438","180205_Smp_L2C2DCMplus20m_A","Guanosine",73674
"1439","180205_Smp_L2C2DCMplus20m_B","Guanosine",32708
"1440","180205_Smp_L2C2DCMplus20m_C","Guanosine",18867
"1441","180205_Poo_Sept29QC_1","L-Histidine",497005
"1442","180205_Poo_Sept29QC_2","L-Histidine",110602
"1443","180205_Poo_Sept29QC_3","L-Histidine",101625
"1444","180205_Poo_Sept29QC_4","L-Histidine",93365
"1445","180205_Poo_TruePoo_Full1","L-Histidine",604401
"1446","180205_Poo_TruePoo_Full2","L-Histidine",128515
"1447","180205_Poo_TruePoo_Full3","L-Histidine",88131
"1448","180205_Poo_TruePoo_Half1","L-Histidine",373061
"1449","180205_Poo_TruePoo_Half2","L-Histidine",91879
"1450","180205_Poo_TruePoo_Half3","L-Histidine",75446
"1451","180205_Smp_L1C32DCMless10m_A","L-Histidine",544702
"1452","180205_Smp_L1C32DCMless10m_B","L-Histidine",156708
"1453","180205_Smp_L1C32DCMless10m_C","L-Histidine",153037
"1454","180205_Smp_L1C32DCMless20m_A","L-Histidine",150854
"1455","180205_Smp_L1C32DCMless20m_B","L-Histidine",329919
"1456","180205_Smp_L1C32DCMless20m_C","L-Histidine",206069
"1457","180205_Smp_L1C33DCM_A","L-Histidine",139810
"1458","180205_Smp_L1C33DCM_B","L-Histidine",296640
"1459","180205_Smp_L1C33DCM_C","L-Histidine",79807
"1460","180205_Smp_L1C33DCMplus10m_A","L-Histidine",773084
"1461","180205_Smp_L1C33DCMplus10m_B","L-Histidine",165398
"1462","180205_Smp_L1C33DCMplus10m_C","L-Histidine",123546
"1463","180205_Smp_L1C33DCMplus20m_A","L-Histidine",159139
"1464","180205_Smp_L1C33DCMplus20m_B","L-Histidine",101353
"1465","180205_Smp_L1C33DCMplus20m_C","L-Histidine",147738
"1466","180205_Smp_L2C1DCMless10m_A","L-Histidine",137318
"1467","180205_Smp_L2C1DCMless10m_B","L-Histidine",129196
"1468","180205_Smp_L2C1DCMless10m_C","L-Histidine",71563
"1469","180205_Smp_L2C1DCMless20m_A","L-Histidine",411181
"1470","180205_Smp_L2C1DCMless20m_B","L-Histidine",95171
"1471","180205_Smp_L2C1DCMless20m_C","L-Histidine",69110
"1472","180205_Smp_L2C2DCM_A","L-Histidine",117422
"1473","180205_Smp_L2C2DCM_B","L-Histidine",323661
"1474","180205_Smp_L2C2DCM_C","L-Histidine",92676
"1475","180205_Smp_L2C2DCMplus10m_A","L-Histidine",328375
"1476","180205_Smp_L2C2DCMplus10m_B","L-Histidine",126673
"1477","180205_Smp_L2C2DCMplus10m_C","L-Histidine",88345
"1478","180205_Smp_L2C2DCMplus20m_A","L-Histidine",350494
"1479","180205_Smp_L2C2DCMplus20m_B","L-Histidine",139090
"1480","180205_Smp_L2C2DCMplus20m_C","L-Histidine",47584
"1481","180205_Poo_Sept29QC_1","Homarine",22989270
"1482","180205_Poo_Sept29QC_2","Homarine",20737644
"1483","180205_Poo_Sept29QC_3","Homarine",21126686
"1484","180205_Poo_Sept29QC_4","Homarine",20600086
"1485","180205_Poo_TruePoo_Full1","Homarine",26494714
"1486","180205_Poo_TruePoo_Full2","Homarine",24765892
"1487","180205_Poo_TruePoo_Full3","Homarine",27935090
"1488","180205_Poo_TruePoo_Half1","Homarine",13880677
"1489","180205_Poo_TruePoo_Half2","Homarine",12125278
"1490","180205_Poo_TruePoo_Half3","Homarine",12128582
"1491","180205_Smp_L1C32DCMless10m_A","Homarine",41833148
"1492","180205_Smp_L1C32DCMless10m_B","Homarine",39382688
"1493","180205_Smp_L1C32DCMless10m_C","Homarine",42856360
"1494","180205_Smp_L1C32DCMless20m_A","Homarine",35457424
"1495","180205_Smp_L1C32DCMless20m_B","Homarine",121736248
"1496","180205_Smp_L1C32DCMless20m_C","Homarine",49172300
"1497","180205_Smp_L1C33DCM_A","Homarine",42742892
"1498","180205_Smp_L1C33DCM_B","Homarine",73916832
"1499","180205_Smp_L1C33DCM_C","Homarine",34808948
"1500","180205_Smp_L1C33DCMplus10m_A","Homarine",39490800
"1501","180205_Smp_L1C33DCMplus10m_B","Homarine",44639000
"1502","180205_Smp_L1C33DCMplus10m_C","Homarine",44502120
"1503","180205_Smp_L1C33DCMplus20m_A","Homarine",46316880
"1504","180205_Smp_L1C33DCMplus20m_B","Homarine",25263540
"1505","180205_Smp_L1C33DCMplus20m_C","Homarine",23464568
"1506","180205_Smp_L2C1DCMless10m_A","Homarine",21784112
"1507","180205_Smp_L2C1DCMless10m_B","Homarine",13083446
"1508","180205_Smp_L2C1DCMless10m_C","Homarine",12832869
"1509","180205_Smp_L2C1DCMless20m_A","Homarine",12997568
"1510","180205_Smp_L2C1DCMless20m_B","Homarine",15160735
"1511","180205_Smp_L2C1DCMless20m_C","Homarine",8478764
"1512","180205_Smp_L2C2DCM_A","Homarine",11261382
"1513","180205_Smp_L2C2DCM_B","Homarine",22491664
"1514","180205_Smp_L2C2DCM_C","Homarine",16653691
"1515","180205_Smp_L2C2DCMplus10m_A","Homarine",10821836
"1516","180205_Smp_L2C2DCMplus10m_B","Homarine",9957568
"1517","180205_Smp_L2C2DCMplus10m_C","Homarine",21471570
"1518","180205_Smp_L2C2DCMplus20m_A","Homarine",7250745
"1519","180205_Smp_L2C2DCMplus20m_B","Homarine",14741378
"1520","180205_Smp_L2C2DCMplus20m_C","Homarine",7303598
"1521","180205_Poo_Sept29QC_1","Homocysteine thiolactone",NA
"1522","180205_Poo_Sept29QC_2","Homocysteine thiolactone",10314
"1523","180205_Poo_Sept29QC_3","Homocysteine thiolactone",5099
"1524","180205_Poo_Sept29QC_4","Homocysteine thiolactone",4614
"1525","180205_Poo_TruePoo_Full1","Homocysteine thiolactone",3522
"1526","180205_Poo_TruePoo_Full2","Homocysteine thiolactone",NA
"1527","180205_Poo_TruePoo_Full3","Homocysteine thiolactone",35104
"1528","180205_Poo_TruePoo_Half1","Homocysteine thiolactone",NA
"1529","180205_Poo_TruePoo_Half2","Homocysteine thiolactone",NA
"1530","180205_Poo_TruePoo_Half3","Homocysteine thiolactone",5268
"1531","180205_Smp_L1C32DCMless10m_A","Homocysteine thiolactone",3425
"1532","180205_Smp_L1C32DCMless10m_B","Homocysteine thiolactone",5459
"1533","180205_Smp_L1C32DCMless10m_C","Homocysteine thiolactone",5106
"1534","180205_Smp_L1C32DCMless20m_A","Homocysteine thiolactone",3637
"1535","180205_Smp_L1C32DCMless20m_B","Homocysteine thiolactone",5911
"1536","180205_Smp_L1C32DCMless20m_C","Homocysteine thiolactone",24769
"1537","180205_Smp_L1C33DCM_A","Homocysteine thiolactone",36700
"1538","180205_Smp_L1C33DCM_B","Homocysteine thiolactone",4534
"1539","180205_Smp_L1C33DCM_C","Homocysteine thiolactone",NA
"1540","180205_Smp_L1C33DCMplus10m_A","Homocysteine thiolactone",3169
"1541","180205_Smp_L1C33DCMplus10m_B","Homocysteine thiolactone",5025
"1542","180205_Smp_L1C33DCMplus10m_C","Homocysteine thiolactone",50316
"1543","180205_Smp_L1C33DCMplus20m_A","Homocysteine thiolactone",39135
"1544","180205_Smp_L1C33DCMplus20m_B","Homocysteine thiolactone",63514
"1545","180205_Smp_L1C33DCMplus20m_C","Homocysteine thiolactone",NA
"1546","180205_Smp_L2C1DCMless10m_A","Homocysteine thiolactone",8416
"1547","180205_Smp_L2C1DCMless10m_B","Homocysteine thiolactone",3671
"1548","180205_Smp_L2C1DCMless10m_C","Homocysteine thiolactone",3212
"1549","180205_Smp_L2C1DCMless20m_A","Homocysteine thiolactone",2299
"1550","180205_Smp_L2C1DCMless20m_B","Homocysteine thiolactone",3088
"1551","180205_Smp_L2C1DCMless20m_C","Homocysteine thiolactone",6154
"1552","180205_Smp_L2C2DCM_A","Homocysteine thiolactone",25846
"1553","180205_Smp_L2C2DCM_B","Homocysteine thiolactone",71664
"1554","180205_Smp_L2C2DCM_C","Homocysteine thiolactone",36270
"1555","180205_Smp_L2C2DCMplus10m_A","Homocysteine thiolactone",20072
"1556","180205_Smp_L2C2DCMplus10m_B","Homocysteine thiolactone",5961
"1557","180205_Smp_L2C2DCMplus10m_C","Homocysteine thiolactone",5358
"1558","180205_Smp_L2C2DCMplus20m_A","Homocysteine thiolactone",NA
"1559","180205_Smp_L2C2DCMplus20m_B","Homocysteine thiolactone",5143
"1560","180205_Smp_L2C2DCMplus20m_C","Homocysteine thiolactone",5985
"1561","180205_Poo_Sept29QC_1","L-Homocystine",3855
"1562","180205_Poo_Sept29QC_2","L-Homocystine",3972
"1563","180205_Poo_Sept29QC_3","L-Homocystine",4130
"1564","180205_Poo_Sept29QC_4","L-Homocystine",7432
"1565","180205_Poo_TruePoo_Full1","L-Homocystine",4368
"1566","180205_Poo_TruePoo_Full2","L-Homocystine",5590
"1567","180205_Poo_TruePoo_Full3","L-Homocystine",5986
"1568","180205_Poo_TruePoo_Half1","L-Homocystine",5693
"1569","180205_Poo_TruePoo_Half2","L-Homocystine",NA
"1570","180205_Poo_TruePoo_Half3","L-Homocystine",4843
"1571","180205_Smp_L1C32DCMless10m_A","L-Homocystine",4629
"1572","180205_Smp_L1C32DCMless10m_B","L-Homocystine",8357
"1573","180205_Smp_L1C32DCMless10m_C","L-Homocystine",3065
"1574","180205_Smp_L1C32DCMless20m_A","L-Homocystine",4822
"1575","180205_Smp_L1C32DCMless20m_B","L-Homocystine",NA
"1576","180205_Smp_L1C32DCMless20m_C","L-Homocystine",NA
"1577","180205_Smp_L1C33DCM_A","L-Homocystine",5276
"1578","180205_Smp_L1C33DCM_B","L-Homocystine",NA
"1579","180205_Smp_L1C33DCM_C","L-Homocystine",4908
"1580","180205_Smp_L1C33DCMplus10m_A","L-Homocystine",NA
"1581","180205_Smp_L1C33DCMplus10m_B","L-Homocystine",NA
"1582","180205_Smp_L1C33DCMplus10m_C","L-Homocystine",NA
"1583","180205_Smp_L1C33DCMplus20m_A","L-Homocystine",7579
"1584","180205_Smp_L1C33DCMplus20m_B","L-Homocystine",NA
"1585","180205_Smp_L1C33DCMplus20m_C","L-Homocystine",7564
"1586","180205_Smp_L2C1DCMless10m_A","L-Homocystine",8052
"1587","180205_Smp_L2C1DCMless10m_B","L-Homocystine",NA
"1588","180205_Smp_L2C1DCMless10m_C","L-Homocystine",NA
"1589","180205_Smp_L2C1DCMless20m_A","L-Homocystine",4112
"1590","180205_Smp_L2C1DCMless20m_B","L-Homocystine",NA
"1591","180205_Smp_L2C1DCMless20m_C","L-Homocystine",2673
"1592","180205_Smp_L2C2DCM_A","L-Homocystine",5573
"1593","180205_Smp_L2C2DCM_B","L-Homocystine",NA
"1594","180205_Smp_L2C2DCM_C","L-Homocystine",5258
"1595","180205_Smp_L2C2DCMplus10m_A","L-Homocystine",3216
"1596","180205_Smp_L2C2DCMplus10m_B","L-Homocystine",NA
"1597","180205_Smp_L2C2DCMplus10m_C","L-Homocystine",NA
"1598","180205_Smp_L2C2DCMplus20m_A","L-Homocystine",32214
"1599","180205_Smp_L2C2DCMplus20m_B","L-Homocystine",NA
"1600","180205_Smp_L2C2DCMplus20m_C","L-Homocystine",NA
"1601","180205_Poo_Sept29QC_1","L-Homoserine",178335
"1602","180205_Poo_Sept29QC_2","L-Homoserine",34821
"1603","180205_Poo_Sept29QC_3","L-Homoserine",28325
"1604","180205_Poo_Sept29QC_4","L-Homoserine",27263
"1605","180205_Poo_TruePoo_Full1","L-Homoserine",89501
"1606","180205_Poo_TruePoo_Full2","L-Homoserine",52593
"1607","180205_Poo_TruePoo_Full3","L-Homoserine",54175
"1608","180205_Poo_TruePoo_Half1","L-Homoserine",61118
"1609","180205_Poo_TruePoo_Half2","L-Homoserine",34549
"1610","180205_Poo_TruePoo_Half3","L-Homoserine",31052
"1611","180205_Smp_L1C32DCMless10m_A","L-Homoserine",143838
"1612","180205_Smp_L1C32DCMless10m_B","L-Homoserine",39783
